cust_id,first_name,last_name,address,city,state,zip,amount_paid
CUST-10674,kathleen,Brown,9951 Sunrise Ave,Las Vegas,NV,,0
CUST-10755,Steven,Stewart,3367 Mill Rd,New Orleans,LA,70113,1158.8
CUST-11443,Donald,Cruz,6439 River Rd,TN,Memphis,37501,1091.7
CUST-10897,Kathleen,Carter,9440 Cedar Ln,Washington,,20005,627.11
CUST-10998,,Perez,1961 Sunset Blvd,Seattle,WA,98105,$1472.87
CUST-11125,Larry,Murphy,8070 Pine Rd,MO,Kansas City,64104,456.78
CUST-10441,Thomas,,4889 Meadow Ln,New York,,10001,TBD
CUST-11664,,Kim,9477 Spring St,New Orleans,LA,70114,472.75
CUST-10588,Raymond,miller,6323 Cedar Ln,San Francisco,CA,94104,917.35
CUST-11164,William,Stewart,7843 Meadow Ln,San Diego,,92103,
CUST-11090,Brandon,Morales,,New Orleans,LA,70114,755.04
CUST-10640,Kimberly,Scott,568 Brook Ln,Milwaukee,WI,53202,325.07
CUST-10057,Christine,Hill,Main St,Albuquerque,NM,87103,1345.88
CUST-10218,Kenneth,Murphy,3847 Woodland Rd,San Diego,CA,92101,1377.18
CUST-10955,Benjamin,Cox,Church St,Fort Worth,TX,76105,44391.01
CUST-10778,Helen,Gonzalez,7896 Valley Rd,Las Vegas,NV,,1201.01
CUST-11490,James,Nelson,7424 Forest Dr,Chicago,IL,,1364.67
CUST-10050,Anna,Davis,937 Oak Ave Rm 10,Baltimore,MD,21203,941.02
CUST-10848,,Hall,8398 Elm St,,OH,,1453.91
CUST-11129,Samantha,Ramirez  ,4615 River Rd,New York,NY,10002,10.33
CUST-11165,Lisa,Torres,9416 Elm St,Washington,DC,20005,1455.94
CUST-11093,Shirley,Jones,7400 Meadow Ln,Kansas City,MO,64101,218.83
CUST-10936,Anna,Garcia,,Tucson,AZ,85703,441.83
CUST-11427,Donna,,Ste 232,CA,Fresno,93704,-500.04
CUST-10456,Brenda,Ortiz,River Rd,Dallas,TX,75204,1435.62
CUST-10752,Steven,Morgan,c/o 354,Miami,FL,33101,
,Angela,ramos,7994 Park Ave,Aurora,CO,80014,1163.91
CUST-10554,Margaret,Diaz,4878 Oak Ave,San Antonio,TX,78202,0
CUST-11452,Katherine,,5234 Meadow Ln,Raleigh,NC,27604,277.06
CUST-10252,Donna,Baker,2973 Elm St,Washington,DC,20001,152.35
CUST-10431,Joseph,Clark,8009 Maple Dr,Bakersfield,CA,93305,1439.03
CUST-11413,Andrew,King,,Houston,TX,77003,
CUST-11050,Thomas,Moore  ,3246 Summit Dr,Tucson,AZ,85705,120.37
CUST-10402,Charles,,1295 Valley Rd,,IL,60603,819.46
CUST-10450,Eric,Lewis,4509 Oak Ave,Portland,OR,97203,304.7
CUST-11116,Susan,Turner,4660 Brook Ln,Jacksonville,,32201,713981.05
CUST-10750,Mark,Taylor,9662 Highland Ave,Columbus,OH,43085,N/A
CUST-10212,Mark,Gomez,1480 Sunset Blvd,,GA,30303,1317.73
CUST-10192,Frank,Torres,7111 Cedar Ln,,NC,28201,223.82
CUST-11455,RONALD,Carter,c/o 559,Omaha,NE,68102,983.29
CUST-10210,Shirley,Cook,4211 Summit Dr,,WA,98102,1225.31
CUST-11475,AMY,Scott  ,7047 Hill St,Baltimore,MD,21203,385.27
CUST-10540,Joseph,Hall,2827 School Rd,,,20004,72129.79
CUST-11003,Jonathan,Wilson,Fl 587,Dallas,TX,75204,1283.84
CUST-10219,Sarah,Roberts,8851 Sunrise Ave,Albuquerque,NM,87103,193.13
CUST-10838,Barbara,Kelly,6679 Sunset Blvd,Charlotte,NC,28203,N/A
CUST-10297,,,2713 Grove Ave,New Orleans,LA,70116,275.43
CUST-11038,Elizabeth,kelly,3563 Grove Ave,Louisville,KY,40205,1352.6
CUST-10210,Shirley,Cook,Summit Dr,Seattle,,98102,1205.77
,Paul,Edwards  ,1587 Oak Ave,San Francisco,CA,94102,474395.22
CUST-10428,Laura,,1280 Spring St,Bakersfield,CA,93303,1171.65
CUST-11461,Anthony,Harris,No. 76,Seattle,WA,98103,-486.62
CUST-10761,Christopher,Garcia,3403 Mill Rd Unit 25,Atlanta,GA,30304,401.45
CUST-10855,GEORGE,,5009 Mill Rd,Milwaukee,WI,,0
CUST-10919,Betty,Gutierrez,1478 Woodland Rd,New York,NY,10001,589.26
CUST-10187,Emma,Nelson,1634 Highland Ave,San Antonio,TX,78204,164.48
,Samantha,Hill,,Sacramento,CA,95814,34.54
CUST-11587,Ryan,Edwards,2441 Grove Ave PO Box 74,,MN,55404,1421.55
CUST-11129,Samantha,Ramirez  ,,,NY,10002,#REF!
CUST-10362,Frank,,7913 Park Ave,Denver,CO,80203,792.03
,,Collins,4563 Church St,Charlotte,NC,28201,TBD
CUST-10842,Susan,Nguyen,9938 Maple Dr,Tampa,FL,33603,505.38
CUST-10136,Stephanie,Young,Summit Dr,Nashville,TN,37205,1022.03
CUST-10455,Charles,Reyes,6762 Sunrise Ave,Houston,,77005,-1290.66
CUST-10327,Joshua,WRIGHT,7160 Sunset Blvd,San Diego,,92103,1022380.84
CUST-11782,Stephanie,Turner,6293 Summit Dr,Louisville,KY,40203,1161.58
CUST-11209,Timothy,Roberts,2741 Lake Blvd,San Francisco,CA,94104,366.23
CUST-11751,Daniel,Johnson,197 Sunset Blvd,Louisville,KY,40203,1198.12
CUST-10749,Amanda,Harris,314 Park Ave,Austin,,78702,$1495.02
CUST-11755,Lisa,Allen,5315 Church St,San Antonio,TX,,1148.78
CUST-10600,Christine,Thompson,2249 Mill Rd,San Diego,,92101,$150.33
CUST-10213,Mary,King,7452 Valley Rd,Mesa,AZ,85201,
CUST-10233,Mark,Ward,4942 Meadow Ln,Chicago,IL,60605,0
CUST-10690,Pamela,Gutierrez,2416 Cedar Ln,Omaha,NE,68105,724.0
CUST-10672,,Martinez,6152 Pine Rd,,,79902,612.47
CUST-10403,,,3506 Lake Blvd,Baltimore,MD,21204,1169.48
CUST-10787,,Hill,3390 Church St,Sacramento,CA,95814,0
CUST-10316,Charles,,5781 Park Ave,Las Vegas,NV,89101,1063.25
CUST-10299,Brandon,Torres,3834 Woodland Rd,,,21204,0
CUST-10566,Elizabeth,Collins,1038 Woodland Rd,,,44103,281.12
CUST-11553,Carol,Green,7112 Oak Ave P.O. Box 40,Louisville,KY,40202,458.95
CUST-10506,Paul,Hill,2391 Maple Dr,Seattle,WA,98104,751.76
CUST-11713,Laura,Hill,PO Box 100,Philadelphia,PA,19102,226.8
CUST-10427,Jonathan,,,San Francisco,CA,94105,500.25
CUST-10699,Deborah,Morales,,Omaha,NE,68105,-1121.48
CUST-11557,Kimberly,Ortiz,6619 Meadow Ln Rm 40,Miami,FL,33102,1041.79
,,Roberts,Lake Blvd,San Francisco,,94104,1235.67
CUST-10703,,Scott,3735 Elm St,CA,Fresno,93650,-995.19
CUST-10909,Stephen,Ward,2634 Sunset Blvd,New Orleans,LA,70112,$745.94
CUST-10357,Frank,Hill,1531 Highland Ave,Miami,FL,33125,31.12
CUST-11090,Brandon,Morales,7497 Park Ave # 80,,LA,70114,530.91
CUST-10031,Jonathan,Taylor,9008 Pine Rd,Dallas,TX,75204,$75.81
CUST-10883,Timothy,Williams,2096 Spring St,San Francisco,CA,94101,-45.07
CUST-11327,mark,Scott,1370 Woodland Rd,Fort Worth,TX,76101,700.76
,ELIZABETH,Diaz,59 Forest Dr,Seattle,WA,98101,0
CUST-10648,Justin,ROBINSON,School Rd,Austin,TX,73301,1499.1
CUST-10787,Samantha,Hill,3390 Church St,Sacramento,CA,95814,
CUST-10765,Sandra,Collins,7607 Oak Ave,Denver,CO,80203,476.09
CUST-11462,Thomas,Parker,3532 Hill St,Columbus,,43204,
CUST-11106,Karen,,841 Sunrise Ave,,CA,95102,-947.17
CUST-10860,DONNA,Morales,2880 Church St,,GA,30301,
CUST-10553,Anna,Campbell,7232 Woodland Rd,Mesa,AZ,85201,1127.06
CUST-10345,George,Hall,,Bakersfield,CA,93301,1274.99
CUST-10749,Amanda,Harris,314 Park Ave,Austin,TX,,N/A
CUST-10647,Patricia,Scott,,Houston,TX,77004,
CUST-10488,Gregory,,257 Lake Blvd,Jacksonville,FL,,1277.0
CUST-11574,Emma,Bailey,4321 Spring St,Kansas City,MO,64104,1138.52
CUST-10176,Cynthia,Thomas,Fl 392,Virginia Beach,VA,23451,1463.67
CUST-10034,Laura,Thomas,1050 Forest Dr,San Francisco,,94102,806.2
CUST-11422,Betty,Campbell,3939 Elm St,Albuquerque,NM,87102,180.84
,,Scott,7645 Summit Dr,San Diego,CA,92105,$776.01
CUST-10124,Larry,,7019 School Rd,Washington,DC,20005,
CUST-11136,Jonathan,Williams,,Columbus,OH,43204,
CUST-10322,Amanda,Cooper,7613 Mill Rd,El Paso,TX,79902,
CUST-10388,Frank,Brown,4351 Church St,Raleigh,NC,27604,863.56
CUST-10864,Emma,Ramirez,,IL,Chicago,60605,$156.72
CUST-10781,Barbara,morales,5422 River Rd Apt 31,,OK,73102,67.06
CUST-11575,Amy,Diaz,,Milwaukee,WI,53204,87.41
CUST-11371,Richard,Ramirez,6005 Mill Rd,Sacramento,CA,94205,811.68
CUST-10104,Sandra,Roberts,3506 Maple Dr,New Orleans,LA,70113,-1365.75
CUST-11771,Jason,Reyes,3237 Park Ave,Nashville,TN,37202,732.2
CUST-10115,Rebecca,Allen,,Philadelphia,PA,19104,805.43
CUST-10532,Ashley,Gutierrez,Forest Dr,Jacksonville,FL,32204,1476.41
CUST-11251,Scott,Ward,3321 Sunrise Ave,,NC,28201,600.21
CUST-11289,Kathleen,Flores,Ste 190,Austin,,78702,511.42
CUST-11454,Andrew,,6023 Pine Rd,Philadelphia,,19104,VOID
CUST-11174,Scott,Wilson,6209 Forest Dr,Tampa,FL,33605,836.38
CUST-10161,Nicholas,Cooper,1318 Brook Ln c/o 23,Fresno,CA,,1307.77
CUST-11504,Kenneth,Young,4842 Spring St,Kansas City,,64104,
CUST-10127,,Parker,4426 Brook Ln,Jacksonville,FL,32204,pending
CUST-10884,emma,Lee,643 Spring St,Dallas,TX,75205,492.05
CUST-10368,Paul,Edwards,# 909,San Francisco,CA,94102,214.1
CUST-10518,Kenneth,,6933 Sunset Blvd,Indianapolis,IN,46202,$989.38
CUST-10169,,Lopez  ,,Oklahoma City,OK,73103,1308.51
CUST-10218,Kenneth,murphy,3847 Woodland Rd,San Diego,CA,92101,N/A
CUST-11754,Kenneth,Kim  ,8785 Spring St,Fresno,CA,93650,
CUST-11729,,Walker,8811 Hill St,Austin,TX,78701,$316.6
CUST-10816,Steven,,3696 Church St,Miami,FL,33104,-179.41
CUST-11434,Shirley,Allen,3901 Brook Ln,Fresno,CA,93650,0
CUST-10213,Mary,King,7452 Valley Rd,Mesa,AZ,85201,902.62
CUST-11564,Jason,Cook,,San Diego,CA,92101,-975.15
CUST-10179,Matthew,Kim,River Rd,Sacramento,,94203,1224.9
CUST-11548,Nicholas,Perez,6102 Mill Rd,Philadelphia,PA,19103,1230.54
CUST-11356,SHIRLEY,MORGAN,1868 Sunrise Ave,Bakersfield,CA,93305,1363.79
CUST-10674,kathleen,brown,9951 Sunrise Ave Rm 13,Las Vegas,NV,89102,0
CUST-10610,Michelle,Young,Maple Dr,Portland,OR,97203,1487.16
CUST-11216,,Wright,9572 Sunset Blvd,San Antonio,TX,78203,1214.34
CUST-10310,Jacob,Moore,7350 Brook Ln,Bakersfield,CA,93304,1475.33
CUST-11310,Joshua,Evans,5347 Summit Dr Bldg 14,Colorado Springs,CO,80903,1304.07
CUST-10375,Mary,Wilson,4334 Grove Ave,NV,Las Vegas,,87.41
CUST-11338,Larry,Moore,6255 Hill St,Fort Worth,TX,76102,1145.78
CUST-11303,Jonathan,Morgan  ,6032 School Rd,CO,,80204,503.16
CUST-10882,Kathleen,,2642 Church St,Columbus,OH,43204,-1410.98
CUST-10111,Thomas,Richardson,,Mesa,AZ,,159.51
CUST-11318,Robert,Green,,Washington,DC,20002,
,Rebecca,PHILLIPS,9553 Mill Rd,Memphis,TN,37501,932.26
,Richard,Ortiz,3145 Brook Ln,San Jose,CA,95102,
CUST-11731,Stephen,Thomas,1724 Highland Ave,Boston,MA,2101,$746.78
CUST-10144,emily,,1681 Main St,Cleveland,OH,,963.89
CUST-11129,Samantha,Ramirez,4615 River Rd,New York,NY,10002,412.94
CUST-10149,Brenda,Turner,3698 Ridge Rd,Raleigh,NC,27605,1207.39
CUST-10182,,Morris,No. 901,Washington,DC,20003,948.2
CUST-11728,Gregory,White,1566 Sunset Blvd,New Orleans,LA,70116,243.0
CUST-10140,Nancy,Harris,Unit 853,,OH,43203,290.27
CUST-10171,Michael,Harris,8168 Church St,Kansas City,MO,64103,409.03
,Eric,Cox,6419 Hill St,Sacramento,CA,94203,TBD
CUST-10664,Mark,Reed,2305 Forest Dr,San Antonio,,78204,1324.74
CUST-11348,Christopher,Miller,6874 Church St,Seattle,WA,98103,$735.51
CUST-10611,Pamela  ,Mitchell  ,863 Pine Rd,San Diego,CA,92105,$1320.06
CUST-11547,Rebecca,Smith,,San Francisco,CA,,
CUST-10930,Elizabeth,,1246 Woodland Rd,Tampa,FL,33603,1166.49
CUST-11197,Brandon,Miller,177 Summit Dr,,TX,79905,434234.23
CUST-10513,Daniel,Gomez,Spring St,Oklahoma City,,73103,-1229.5
CUST-10358,Raymond,Perez,2527 Pine Rd,Colorado Springs,CO,80905,560.21
CUST-11724,Joshua,Reed,7581 Spring St,Fresno,CA,,319.92
CUST-11467,Deborah,Diaz,4199 Maple Dr # 92,Baltimore,MD,21205,$325.7
CUST-11415,EMMA,,9281 Highland Ave,Seattle,WA,98101,776.9
CUST-10559,Scott,morgan,4795 Hill St,Austin,TX,78701,1091.08
CUST-11520,Joseph,Perez,7948 Summit Dr,,,95104,277.48
CUST-10195,sharon,Jackson,6752 Spring St,San Francisco,CA,94105,281.03
,Jessica,Reyes,School Rd,Nashville,TN,37202,973.98
CUST-11426,Donald,Anderson,454 Park Ave,San Jose,CA,95102,362.85
CUST-10857,Jason,Perez,4034 Park Ave,New York,NY,10003,-860.36
,,Jones,257 Park Ave,Minneapolis,MN,55404,452.61
CUST-10584,Jason,Green,4538 Church St,Dallas,,75202,1346.89
CUST-11710,,Nelson,9959 Spring St,Omaha,NE,68105,164.85
CUST-10729,Jacob  ,,2786 School Rd,,,94204,158634.44
CUST-10413,Kenneth,Reed,5490 Hill St,Raleigh,NC,27601,1083.65
CUST-10459,Edward,Cox,1193 Lake Blvd,Raleigh,,27601,1087.22
CUST-10858,Raymond,Parker,2201 School Rd,WA,Seattle,98103,1231.03
CUST-10370,Michelle,,3111 Ridge Rd,Aurora,CO,80012,460.28
CUST-10597,JONATHAN,Adams,1084 Hill St,Louisville,KY,40205,550.33
CUST-11556,Stephen,Hill,5639 Main St,Aurora,CO,80012,674.53
CUST-11470,Steven  ,Cook,4957 Sunset Blvd,Miami,FL,33104,1456.16
CUST-10731,Dorothy,Bailey,,Jacksonville,FL,32202,1286.85
CUST-11487,Debra,Thomas,,Louisville,KY,40203,1043.82
CUST-11343,Raymond,Young,4542 Summit Dr,Los Angeles,CA,90001,909.13
CUST-11572,David,Lopez,2131 Summit Dr Suite 52,Houston,TX,77004,1010.9
CUST-10547,MARY,Morales,6291 Woodland Rd,,TX,75202,909.8
CUST-10098,Christine,Ortiz,5199 Ridge Rd,Atlanta,GA,30305,
CUST-10802,Ronald,Baker,Suite 504,Denver,CO,80204,18.06
CUST-11418,Betty,TURNER,8444 Meadow Ln,Louisville,,40203,1188.98
CUST-11036,Robert,Collins,2268 River Rd,Washington,DC,20002,1124.74
CUST-10863,Frank,Brown,Ridge Rd,Colorado Springs,CO,80905,1409.24
CUST-10715,Pamela,,,Charlotte,NC,28202,VOID
,Nicole,Rogers,660 Oak Ave Unit 25,Louisville,KY,40205,395.75
CUST-11401,Linda,Brown,2101 Valley Rd,,CO,,VOID
CUST-10659,,moore,7983 Church St,Austin,TX,78702,582.22
,Gregory,Jackson,6422 Elm St,Washington,DC,20003,512.59
CUST-10912,David,cox,6565 Brook Ln,Chicago,IL,60604,VOID
CUST-10901,James,Carter,5176 Sunrise Ave,Virginia Beach,VA,23451,419.32
CUST-10086,Thomas  ,Harris,2852 Brook Ln,,,97204,34.68
CUST-10752,Steven,Morgan,,Miami,FL,33101,349.86
CUST-10492,Kevin,MILLER,3804 Maple Dr,San Antonio,TX,78204,1226.1
CUST-10812,ANNA,Jones,1680 Brook Ln,Washington,DC,20004,517.92
CUST-10992,Jessica,Young,,Memphis,TN,,272.9
CUST-11506,Angela,Diaz,7613 School Rd,Portland,OR,97201,497.7
CUST-10025,Sharon,Lee,4316 Highland Ave,Albuquerque,NM,87101,605.34
CUST-10272,Kevin,Hall,3872 Cedar Ln,Aurora,CO,80011,567.44
CUST-10835,anthony,Morgan,1182 Grove Ave,New Orleans,LA,70115,952.07
CUST-10665,Barbara,,Church St,Washington,DC,20003,542.75
,James,Bailey,4624 Main St,Washington,DC,20001,343.88
CUST-10534,Nancy,,,Cleveland,OH,44104,pending
CUST-10369,Emily,Roberts,4068 Pine Rd,Miami,FL,33104,750.12
CUST-10336,Charles,Cox,,FL,,33604,701.87
CUST-10465,Amy,Reyes,,San Antonio,TX,78204,126.73
CUST-10542,Jessica,walker,3000 Valley Rd,Nashville,TN,37201,1405.76
CUST-10316,Charles,Nguyen,,Las Vegas,,89101,
CUST-10719,Kevin,Collins,7647 Hill St,Indianapolis,IN,46202,1345.35
CUST-10943,Stephen,king,,San Francisco,CA,94103,$232.32
CUST-10246,Michael,,5762 Cedar Ln Bldg 16,Raleigh,,27603,1244.9
CUST-10263,AMY,Parker,6230 Woodland Rd,Jacksonville,,,838.48
CUST-10350,ronald,Morris,Spring St,,MO,64104,
CUST-11303,Jonathan,Morgan,6032 School Rd,Denver,CO,80204,397.34
CUST-11636,Timothy,Scott,7645 Summit Dr,San Diego,CA,92105,757.77
CUST-10871,Gary,Robinson,6053 Park Ave,Phoenix,AZ,85003,304.32
CUST-10750,MARK,,9662 Highland Ave,Columbus,OH,43085,534150.31
CUST-11765,Patricia,Robinson,5616 Park Ave,Aurora,CO,80012,1018.89
CUST-11282,Margaret,Ramos,4574 Main St,Tucson,AZ,85704,1231.07
CUST-11447,Jason,Gonzalez,8296 Maple Dr,Austin,TX,78701,695.79
CUST-11631,Gregory,Reed,9260 Pine Rd,Tampa,FL,,$194.77
CUST-11430,Jennifer,Morales,Forest Dr,Los Angeles,,90001,260.76
CUST-10929,Jonathan,Johnson,,New Orleans,LA,70114,142.63
CUST-11208,David,Jackson,8126 Ridge Rd,Raleigh,NC,27602,395.98
CUST-10485,Sharon,Nelson,8654 Oak Ave Ste 29,Omaha,NE,68101,1147.81
CUST-11413,Andrew,King,Sunset Blvd,Houston,TX,77003,1237.14
CUST-11779,Andrew  ,Carter,7879 Maple Dr,Atlanta,GA,30305,448.23
CUST-10086,Thomas,Harris,2852 Brook Ln,Portland,OR,97204,592.97
CUST-11326,Linda,cox,,Virginia Beach,VA,23451,1140.92
CUST-11059,Carol,Anderson,7720 Main St,TN,Nashville,37204,0
CUST-11560,Jonathan,,8528 Woodland Rd,Memphis,TN,38101,209.09
CUST-10220,Emma,Martin  ,8018 Brook Ln,Portland,OR,97201,-804.95
CUST-10003,Nicholas,Cox,3258 Mill Rd,Los Angeles,CA,90005,825.78
CUST-10111,Thomas,Richardson,6456 Spring St,Mesa,AZ,85201,135.55
CUST-10215,Benjamin,Robinson,9199 Forest Dr,,AZ,,N/A
CUST-11128,Rebecca,Evans,5729 Woodland Rd,Chicago,IL,60603,595.16
CUST-11778,Daniel,Allen,5012 Meadow Ln P.O. Box 97,Memphis,TN,38103,
CUST-11615,Andrew,Garcia,9226 Maple Dr,Austin,,,96074.04
CUST-10315,Scott,Morgan,,Los Angeles,CA,,1377.98
CUST-11576,Charles,Cook,7500 Elm St,Dallas,TX,75204,287.76
CUST-11188,Rebecca,COLLINS,6975 Brook Ln,New Orleans,LA,70116,pending
CUST-11694,Edward,Brown,3831 River Rd,Jacksonville,FL,32203,1418.84
CUST-10212,mark,gomez,1480 Sunset Blvd,GA,Atlanta,30303,-280.74
CUST-11229,Gary,Wilson,,San Jose,CA,95105,570.25
CUST-10140,Nancy,Harris,4531 Grove Ave,,OH,43203,700176.18
,Shirley,Cook,4211 Summit Dr,Seattle,WA,98102,401.59
CUST-11779,Andrew,Carter,,Atlanta,GA,30305,473.84
CUST-10570,Frank,Collins,2589 Meadow Ln,Los Angeles,CA,90001,996.52
CUST-10299,Brandon,Torres,3834 Woodland Rd Suite 60,Baltimore,,21204,571.63
CUST-10429,Joseph,Davis,3313 Spring St,Atlanta,GA,30305,422318.48
CUST-10916,Eric,Robinson,591 Valley Rd,Miami,FL,33102,697.87
CUST-10266,Pamela,,6844 Hill St,Omaha,NE,68104,499.5
,Stephanie,Kim  ,4645 Maple Dr Apt 86,NE,Omaha,68101,630.42
CUST-11595,,Clark,,San Francisco,CA,,
CUST-10122,Pamela,,1246 Spring St,Louisville,KY,40202,1177.16
CUST-11003,Jonathan,,Forest Dr,Dallas,TX,75204,907.21
CUST-11133,,Morris,2225 Summit Dr,Tucson,AZ,85701,
CUST-11403,Jason,,5756 Oak Ave,Washington,,20004,549.86
CUST-11537,Christopher,,,Sacramento,CA,94201,VOID
CUST-10492,Kevin,Miller,3804 Maple Dr,San Antonio,TX,78204,767.46
CUST-11194,Kathleen,Hernandez,Apt 410,San Jose,CA,95105,241.96
CUST-10258,Jeffrey,TURNER,,Seattle,WA,98102,337.15
CUST-10728,Pamela,Harris,8760 Church St,El Paso,TX,79902,-1089.54
CUST-11757,,Rodriguez,9971 Spring St,El Paso,TX,79901,781.32
CUST-10122,Pamela,Carter,Spring St,Louisville,KY,40202,$984.3
CUST-11740,Ronald  ,Perez,4477 Elm St,,AZ,85001,1206.67
