cust_id,first_name,last_name,address,city,state,zip,amount_paid
CUST-11074,Gregory,Moore,8532 School Rd,Philadelphia,PA,19104,140.69
CUST-11703,Anthony,Stewart,Woodland Rd,Charlotte,NC,,566.94
CUST-10978,,Robinson,6122 Lake Blvd,New York,NY,10005,1094.4
CUST-10990,Charles,Davis,1170 Woodland Rd P.O. Box 99,Seattle,WA,98104,480.24
,Susan,Miller,2590 Main St,Mesa,AZ,85202,1265.17
CUST-10069,Karen,Cooper,PO Box 379,Chicago,IL,60603,560.48
CUST-11414,mark,Richardson,9474 Cedar Ln,,MD,21201,-878.21
CUST-10177,Emily,Rogers,6808 Summit Dr,Bakersfield,CA,93303,-23.69
CUST-10930,Elizabeth,Phillips,Rm 642,Tampa,FL,33603,-1137.54
CUST-11454,Andrew,sanchez,,,PA,19104,7.31
CUST-10005,Kimberly,Smith,5575 River Rd,Austin,TX,78702,0
CUST-11293,Emily,Diaz,8888 Spring St,Seattle,WA,98105,
CUST-11527,Stephen,Rodriguez,7756 Cedar Ln,Seattle,WA,98104,11.04
CUST-10444,Joseph,Jones,257 Park Ave,Minneapolis,MN,55404,854.29
CUST-11628,Brian,Jones,9930 Lake Blvd,Seattle,WA,98104,952.71
CUST-11697,Richard,Thomas,628 Woodland Rd,Phoenix,AZ,85003,784.92
CUST-10240,,Robinson,7431 Sunset Blvd,Portland,,97203,212.31
CUST-11339,Stephen,Morales,9589 Hill St,Chicago,IL,60603,unknown
CUST-11497,Angela,Sanchez,6359 Summit Dr,,CA,93703,1478.41
CUST-10415,Cynthia,Wright,5418 Pine Rd,Fort Worth,TX,76101,157.02
,Jason,Hall,,Washington,DC,20004,433.12
CUST-10494,Michelle,Brown,,,OH,44103,878.19
CUST-11187,Gary,Parker,2249 Church St,Dallas,,75201,1008.69
CUST-10848,Anthony,Hall,,Columbus,,43203,376.51
CUST-10270,Donna,Baker,2755 Maple Dr,Charlotte,NC,28203,1467.81
CUST-11470,Steven,Cook,Sunset Blvd,Miami,FL,33104,516.75
CUST-11293,,Diaz,8888 Spring St,Seattle,,98105,1340.0
CUST-11290,Justin,Brown,2272 Mill Rd,,NM,87104,577.88
CUST-11601,Benjamin,Perez,Pine Rd,Houston,TX,77005,646.31
CUST-10700,Daniel,Scott,9973 School Rd,Louisville,KY,40202,0
CUST-11620,JOSHUA,Williams,34 Brook Ln,New Orleans,LA,70113,129.98
CUST-10931,DANIEL,Stewart,Spring St,Oklahoma City,OK,73103,$596.68
CUST-11684,Raymond,Rogers,8502 Meadow Ln,Boston,MA,02104,1086.69
CUST-10268,ryan,Campbell  ,1735 Park Ave,Philadelphia,PA,19104,518.47
CUST-10179,Matthew,Kim,1144 River Rd,Sacramento,CA,94203,$707.46
CUST-11191,James,Kelly,,Fresno,CA,93701,872.33
CUST-10244,Brenda,Davis,Forest Dr,Colorado Springs,CO,80905,5.96
CUST-11387,Jessica  ,Allen,3782 Church St,Fresno,CA,93703,1284.08
CUST-11175,Amy,Davis,2277 Spring St Bldg 15,Philadelphia,PA,19102,$1247.15
CUST-11061,Anna,Gutierrez,7914 Brook Ln,Indianapolis,IN,,0
CUST-11547,Rebecca,Smith,Bldg 508,,CA,94104,473.37
CUST-10539,George,Kim,6432 Spring St,,TN,38104,253.52
CUST-11544,Brian,Lee,7234 Ridge Rd,CO,,80012,
CUST-11768,James,,Oak Ave,Fresno,CA,93650,0
CUST-10370,Michelle,Kelly,3111 Ridge Rd,CO,Aurora,80012,347.83
CUST-11247,Robert,Jackson,7721 Brook Ln,Fresno,CA,93650,0
CUST-10349,Stephen,Taylor,Hill St,FL,Miami,33101,505.55
CUST-11013,Amy,Peterson,,San Jose,CA,95105,$620.65
CUST-11434,Shirley,Allen,3901 Brook Ln,Fresno,CA,,486.62
CUST-10709,,Young,829 Valley Rd,Chicago,IL,60604,130.0
,Christopher,Cook,4316 Summit Dr,Houston,TX,77004,546.28
CUST-10691,Laura,Thompson,3158 Elm St,Austin,TX,,0
CUST-10501,Sharon,Edwards,,,GA,30305,772.54
CUST-11778,Daniel,Allen,5012 Meadow Ln,Memphis,,38103,43.23
CUST-10682,Jacob,Morales,1494 Church St P.O. Box 71,Minneapolis,MN,55403,1081.42
CUST-11254,Joshua,,2315 Ridge Rd,San Diego,CA,,1084821.86
CUST-11297,Raymond  ,Bailey,,Bakersfield,,93301,450491.49
CUST-10076,DONNA,Robinson,3165 Sunset Blvd,Charlotte,NC,28201,1172.17
CUST-11406,John,Morgan,7552 School Rd,,OK,73101,94.7
,David  ,Rodriguez,,Nashville,TN,37201,256.17
CUST-11631,,Reed,9260 Pine Rd Fl 79,Tampa,FL,33605,325.87
CUST-10172,Jeffrey,Miller,8999 Elm St,OH,Columbus,43202,0
CUST-10548,Nicholas,Murphy,6810 Mill Rd,Portland,OR,97204,939.47
CUST-11713,Laura,Hill,1710 School Rd,Philadelphia,PA,19102,947.9
CUST-11368,,Ward,,,CA,94105,334.52
CUST-10024,Joseph,Morgan,Bldg 147,,WA,98103,884.31
,Cynthia,Richardson,6004 Pine Rd,Chicago,IL,60603,$519.97
CUST-10573,David,Mitchell,,Minneapolis,MN,,1349.46
CUST-10019,Brenda,Morgan,Spring St,Indianapolis,IN,46205,548.65
CUST-10111,Thomas,Richardson,6456 Spring St,Mesa,AZ,85201,244.02
CUST-10348,Patricia,Campbell,6045 Meadow Ln,Atlanta,GA,30305,855.88
CUST-11579,Timothy,Anderson,Hill St,San Diego,CA,92103,
CUST-10981,Jason,Walker,4455 Hill St,Kansas City,MO,64105,722.62
CUST-10842,Susan,Nguyen,9938 Maple Dr,,Tampa,33603,450.27
CUST-11138,Frank,Morgan,9924 Sunset Blvd,Austin,TX,78703,pending
CUST-11115,Pamela,Cox,,,TN,37203,943.23
CUST-10244,,Davis,9203 Forest Dr,,CO,80905,624.68
CUST-11752,,Collins,4563 Church St,Charlotte,NC,28201,690.08
CUST-10051,Justin,Morris,,Sacramento,CA,95814,68.23
CUST-10354,Jessica,gutierrez,2698 Pine Rd,San Jose,CA,95103,-443.37
CUST-11506,Angela,Diaz,7613 School Rd,Portland,OR,97201,111419.39
,KAREN,parker,4426 Brook Ln,Jacksonville,FL,32204,$891.35
CUST-10884,Emma,lee,643 Spring St,Dallas,,75205,278.08
CUST-11381,Charles,Gomez,Grove Ave,Louisville,KY,40205,$1293.62
CUST-10255,Christopher,Mitchell,Ste 168,Nashville,TN,37203,1376.93
CUST-11403,,Hall,5756 Oak Ave,Washington,DC,20004,
CUST-10754,JOSEPH,Turner,2025 Woodland Rd,Milwaukee,WI,53204,0
CUST-10673,Barbara,,Brook Ln,Philadelphia,PA,19103,#REF!
,Jason,Morris,8233 Valley Rd,,AZ,85201,160.97
CUST-10412,Amy,WHITE,614 Main St,Baltimore,MD,21203,898.26
CUST-10545,,Thompson,8023 Hill St,Atlanta,GA,30302,349.15
CUST-11718,Timothy,,2116 Woodland Rd,,,73301,1036.06
CUST-11443,Donald,Cruz,6439 River Rd,Memphis,TN,37501,$34.12
CUST-10555,Laura,King  ,7194 Cedar Ln,Washington,DC,20001,$1274.82
CUST-11417,,Cook,8847 Forest Dr,TN,Nashville,37204,286.79
CUST-10917,Donald,Smith,4521 Ridge Rd,Austin,TX,73301,629.56
CUST-11355,Karen,Cook,9154 Brook Ln,Charlotte,NC,28202,$635.71
CUST-10519,barbara,,9540 Sunset Blvd,Raleigh,NC,27604,192.19
CUST-10691,Laura,,,,TX,73344,
CUST-10681,Emily,Hernandez,,,AZ,85701,
CUST-10669,Timothy,Murphy,,Memphis,TN,,128.03
,Jason,Thompson,4967 Hill St,Raleigh,NC,27602,455.64
CUST-11160,Cynthia  ,Reed,7673 Cedar Ln,Dallas,TX,75201,142.26
CUST-10661,Christine,Ramos,5027 Grove Ave,Jacksonville,FL,,539.01
CUST-10499,brian,WILSON,5051 Meadow Ln,Philadelphia,PA,19101,1266.44
CUST-10618,james,Carter,Lake Blvd,Baltimore,MD,21203,215.05
CUST-10714,Elizabeth,Torres,814 Pine Rd,Los Angeles,CA,,725.83
CUST-11765,Patricia,Robinson,5616 Park Ave,Aurora,CO,80012,618.09
CUST-10719,Kevin,Collins,7647 Hill St,Indianapolis,IN,46202,625.09
CUST-11031,Edward,PETERSON,Unit 161,Baltimore,MD,21203,
CUST-11174,Scott,Wilson,6209 Forest Dr,,FL,33605,745.77
CUST-11150,Matthew,Torres,5229 Ridge Rd,Seattle,WA,98105,1125.32
CUST-11703,ANTHONY,Stewart,,Charlotte,NC,28205,792.19
CUST-10152,Richard,Clark,4336 School Rd,Cleveland,,44102,667.28
CUST-10565,,Collins,9535 Main St,Fresno,CA,93702,1159.24
CUST-10177,EMILY,Rogers,6808 Summit Dr,,CA,93303,1483.7
CUST-10262,Sarah,Allen,1966 Main St,Denver,CO,80203,$1050.58
CUST-11497,,Sanchez,6359 Summit Dr Unit 40,Fresno,CA,93703,353.98
CUST-11482,Charles,Thomas,3338 Hill St,Washington,,20001,83.86
CUST-10866,Mark,,Unit 343,,CO,80012,120.61
CUST-11092,George,Gomez,9729 Woodland Rd,Miami,,33125,958.05
CUST-10956,Katherine,,,,FL,32202,170.29
CUST-11779,Andrew,Carter,7879 Maple Dr,Atlanta,GA,,
CUST-10179,Matthew,Kim,1144 River Rd,Sacramento,CA,94203,
CUST-10449,Scott,,2348 School Rd,San Francisco,CA,,1120.72
CUST-10066,Elizabeth,Diaz,59 Forest Dr,Seattle,WA,98101,535.87
CUST-10087,Larry,hill,7 Hill St,Louisville,KY,40205,352.69
CUST-10454,Jonathan,Stewart,4928 Mill Rd,San Francisco,CA,94102,1349.37
CUST-10354,Jessica,Gutierrez,2698 Pine Rd,San Jose,CA,95103,641.57
CUST-11094,Jennifer,Young,6482 Grove Ave,Kansas City,MO,64105,352317.26
CUST-10510,James,gomez,6225 Forest Dr,El Paso,TX,79905,$1121.2
CUST-10433,,,9156 Meadow Ln,Omaha,NE,68101,689.29
CUST-10832,Laura,morales,3155 Forest Dr,Chicago,IL,60603,790678.52
CUST-11107,Donna,Flores,4732 Church St,Aurora,CO,80013,TBD
CUST-11400,Emma,Carter,4661 Forest Dr,Miami,FL,33103,445.02
CUST-11240,Matthew,hill,1750 Church St,New Orleans,LA,70115,1357.65
CUST-10802,ronald,Baker,2186 Elm St,Denver,CO,80204,0
CUST-11393,Carol,Cooper,518 Sunrise Ave,Mesa,AZ,85201,
,,Flores,7360 Woodland Rd,Raleigh,NC,27603,690.21
CUST-11218,Carol,White,174 School Rd,Oklahoma City,OK,73105,1118.47
,Eric,Lewis,4509 Oak Ave,,OR,97203,0
CUST-10409,Jacob,Morris,Forest Dr,Virginia Beach,VA,,
CUST-11659,Charles,Jackson,9885 Forest Dr,AZ,Tucson,85703,886.28
CUST-10005,Kimberly,Smith,5575 River Rd,Austin,TX,78702,672.62
,Brandon,Sanchez,6438 Lake Blvd,Fort Worth,TX,76101,1192.88
CUST-10026,Daniel,Cook,8318 Brook Ln,,TX,78203,674.65
CUST-10334,Sharon,SCOTT,1230 School Rd,Cleveland,OH,44101,616.99
CUST-11391,Barbara,Gutierrez,3309 Hill St,Fresno,CA,,pending
CUST-10242,Steven,Mitchell,1100 Maple Dr,San Jose,CA,95104,389.89
CUST-11326,Linda,Cox,9559 Highland Ave,Virginia Beach,VA,23451,$124.4
CUST-10536,James,Ramirez,PO Box 467,OH,Columbus,43202,656.55
CUST-11369,Richard,Howard,Mill Rd,New York,NY,10005,178.89
CUST-10835,Anthony,Morgan,Grove Ave,New Orleans,LA,70115,
CUST-10729,,Rivera,,Sacramento,CA,94204,1216.7
CUST-10916,Eric,Robinson,591 Valley Rd,Miami,FL,33102,581.76
CUST-11076,Jason,Flores,7360 Woodland Rd,Raleigh,NC,27603,336.86
CUST-10250,Helen,Ward,,Tampa,FL,33605,264.07
,Mary,Robinson,2033 Hill St,Los Angeles,CA,90005,449.28
CUST-11671,Jeffrey,Harris,5897 Oak Ave,Cleveland,,44105,133796.02
CUST-11514,Stephanie,Cox,4962 Brook Ln,Aurora,CO,,650.78
CUST-11123,Nicole,Torres,,Las Vegas,NV,89105,1232.51
CUST-11524,STEPHEN,Nguyen,6549 Summit Dr,Chicago,IL,60604,752.43
CUST-10751,Lisa,Thomas,6148 Church St,Boston,MA,02101,170.56
CUST-10235,debra,Wilson,1205 Maple Dr,Fresno,CA,93703,934.75
CUST-10926,Carol,Collins,9615 Main St,Tampa,FL,,970.49
CUST-10685,Dorothy,,1010 Elm St,,,98105,1251.24
CUST-11768,,Rodriguez,3154 Oak Ave,Fresno,,93650,87.47
CUST-10510,James,,Suite 962,El Paso,TX,79905,1494.78
,Stephanie,Rivera,6643 Spring St,Minneapolis,MN,55404,1277523.27
,,Diaz,4878 Oak Ave,San Antonio,TX,78202,1004.84
CUST-11763,Scott,Cruz,2200 River Rd,,MD,21203,960.1
CUST-11239,Betty,Thompson,6295 School Rd,Atlanta,GA,30301,1131.84
CUST-10965,Ronald,Wilson,7753 Woodland Rd,San Antonio,TX,78201,1497.72
CUST-11080,William,Bailey,Suite 801,Mesa,AZ,85201,
CUST-10886,Stephanie,Kim,4645 Maple Dr,Omaha,NE,68101,1247.25
CUST-10619,Shirley,Walker,982 Elm St,Portland,OR,97204,1091.86
CUST-10338,Larry,Jones,7372 Valley Rd,NC,,27602,#REF!
CUST-10060,,Mitchell,Woodland Rd,Denver,CO,80202,985.18
CUST-11259,Katherine,,Mill Rd,,CO,80204,$1478.82
CUST-11493,Stephanie,Allen,6536 Maple Dr,Jacksonville,,32201,1164.55
,Scott,Martin,PO Box 856,Boston,MA,02101,1031.73
CUST-10949,Amy,Moore,8749 Grove Ave,Cleveland,OH,44105,
CUST-11748,Angela,Wilson,9209 Church St,Oklahoma City,OK,73103,1285.96
CUST-10152,Richard,Clark,4336 School Rd,Cleveland,OH,44102,$958.99
CUST-11070,Gary  ,Gomez,302 Valley Rd,Baltimore,MD,21202,792.23
,Steven,,No. 395,Bakersfield,CA,93304,$73.65
CUST-10776,Katherine,Green,9448 Grove Ave,New York,NY,10005,108.91
CUST-11325,Helen,Lewis,1516 Forest Dr,Milwaukee,,53203,
CUST-11341,James,Martin,7743 Cedar Ln,Indianapolis,IN,46203,-106.03
,Cynthia,Reed,5512 Main St,Miami,FL,33104,
CUST-11426,Donald,anderson,454 Park Ave,San Jose,CA,95102,$93.78
CUST-10159,Lisa,Flores,4729 Meadow Ln Rm 84,Raleigh,NC,27605,$311.07
CUST-11138,frank,,Apt 738,Austin,TX,78703,68.78
CUST-10071,Jennifer,Rivera,1685 Valley Rd,Columbus,OH,,$742.27
CUST-10962,Ronald,Wright,Rm 713,Milwaukee,WI,53203,588.22
,Patricia,Taylor  ,3899 Spring St,New York,,10003,244.93
CUST-10944,Carol,Campbell,Unit 568,Jacksonville,,32203,$1060.82
CUST-11612,,Smith,4740 Church St,Albuquerque,NM,87105,535.68
CUST-10058,,Richardson,1201 Woodland Rd,Omaha,NE,68101,655.54
CUST-11732,Michelle,Evans,,,WI,53202,1129.09
CUST-10981,Jason,Walker,4455 Hill St,Kansas City,,64105,368.46
CUST-11321,James,Cooper,,Sacramento,CA,94204,577.02
CUST-11102,Steven,Adams,2025 Maple Dr,New Orleans,LA,70113,548.59
,,SANCHEZ,2220 Hill St,Albuquerque,NM,87101,301.59
CUST-11699,Debra,,2259 Ridge Rd,Fort Worth,TX,76105,N/A
CUST-11678,CHARLES,Taylor,8726 Sunset Blvd,Fort Worth,,76102,#REF!
CUST-11720,Thomas,Clark,,Nashville,TN,37204,1362.83
CUST-10091,gregory,Richardson,PO Box 359,El Paso,TX,79901,547.88
CUST-11564,Jason,Cook,6111 River Rd,San Diego,CA,92101,0
CUST-10007,Richard,Rivera,4334 Oak Ave,Washington,DC,20005,$557.12
CUST-10747,Emily,COLLINS,9771 Highland Ave,Aurora,CO,80014,373.86
CUST-10200,Barbara,Cruz,4902 Church St,DC,Washington,20005,750.51
CUST-11241,,Morales,3105 Elm St,Philadelphia,PA,19104,$1445.95
,Brandon,Perez,3491 Church St,Milwaukee,WI,53203,0
CUST-10569,Larry,Morales,753 Cedar Ln,El Paso,TX,79901,932.38
CUST-10956,Katherine,,Forest Dr,Jacksonville,FL,32202,14815.9
CUST-11510,Emma,Collins,4343 Forest Dr,Minneapolis,MN,55404,400.51
,sarah,Roberts,8851 Sunrise Ave,Albuquerque,NM,,1108.96
CUST-10409,Jacob,Morris,4707 Forest Dr,Virginia Beach,VA,23451,
CUST-10180,Rebecca,Baker,43 Hill St,Sacramento,CA,94204,911.3
,,,,Houston,TX,77004,640.14
CUST-10519,barbara,,9540 Sunset Blvd,Raleigh,NC,27604,1375.99
CUST-11378,Stephen,Evans,3094 Maple Dr,Denver,CO,,-1396.38
CUST-11183,,,7131 Woodland Rd,Louisville,KY,,9.24
CUST-11727,Daniel,Richardson,7502 Sunset Blvd,Aurora,CO,80013,558.59
CUST-10530,Jeffrey,Edwards,4920 Oak Ave,Oklahoma City,OK,73101,549.99
,Robert,Stewart,Valley Rd,Charlotte,,28202,1272.3
CUST-11326,Linda,Cox,9559 Highland Ave,Virginia Beach,VA,23451,945.33
CUST-11697,Richard,Thomas,628 Woodland Rd,Phoenix,AZ,85003,116.24
CUST-11200,Scott,Hill,4268 Oak Ave,Aurora,,80014,$1083.06
CUST-11354,,Evans,1679 Lake Blvd,,TX,79902,1188.57
CUST-10685,Dorothy,Lewis,1010 Elm St,Seattle,WA,,691.25
CUST-11135,Linda,Gutierrez,5170 Woodland Rd,Nashville,TN,37205,1036.96
CUST-10383,Ryan,Martin,2291 Forest Dr,Raleigh,NC,27605,314.45
CUST-11533,Helen,CLARK,7912 Elm St,Denver,CO,80201,760.74
CUST-10951,Michael  ,Gomez,Lake Blvd,,TX,78202,722.53
CUST-10892,Betty,Gutierrez,2451 Brook Ln,Sacramento,CA,94205,938.46
CUST-10423,Jessica,Reyes,School Rd,Nashville,TN,37202,127.2
CUST-10309,Katherine,nelson,628 Hill St,San Jose,CA,95102,unknown
CUST-10682,,Morales,1494 Church St,Minneapolis,,55403,1016.19
CUST-10316,Charles,Nguyen,5781 Park Ave Fl 12,Las Vegas,NV,89101,141.71
CUST-11309,Matthew,Rodriguez  ,,,CA,90002,-1230.02
CUST-11522,Larry,Gomez,,TX,Houston,77003,967800.37
CUST-10574,Frank,Flores,7033 Church St,Aurora,CO,80011,0
CUST-11344,William,Kim,9521 Summit Dr,Baltimore,MD,21203,1303.62
CUST-10313,Andrew,WALKER,783 Park Ave,Nashville,TN,37201,
CUST-10785,Katherine,Williams,6756 Oak Ave,,,78204,398974.27
CUST-11158,Scott,Ramos,5827 Hill St,Cleveland,OH,,350.55
CUST-11296,Cynthia,Richardson,6004 Pine Rd,Chicago,IL,60603,
CUST-11784,Deborah,reed,7149 River Rd c/o 16,Austin,TX,73344,$622.18
CUST-11366,emma,Sanchez,,Jacksonville,FL,32202,$162.6
CUST-10690,,Gutierrez,2416 Cedar Ln,Omaha,NE,68105,$942.94
CUST-10068,Jason,Bailey,1233 Mill Rd,New York,NY,10001,-261.95
CUST-11114,Linda,Hall,School Rd,Chicago,IL,60602,$274.21
CUST-11684,Raymond,Rogers,8502 Meadow Ln,,MA,2104,1332.76
CUST-11699,Debra,scott,2259 Ridge Rd,Fort Worth,TX,76105,$1137.77
CUST-11173,Richard,cruz,6649 Maple Dr Fl 57,Jacksonville,FL,32202,$1344.13
CUST-10602,dorothy,Perez,4404 Grove Ave No. 97,Boston,MA,02102,$686.31
,,Morales,9211 Spring St Bldg 10,Nashville,TN,37203,628.8
CUST-10605,Ryan,ROGERS,8186 Spring St,Boston,MA,02101,474.44
CUST-11408,Jacob,Ramos,6189 Spring St,Los Angeles,CA,90003,1477.77
CUST-11261,Timothy,Walker,,Jacksonville,FL,32204,-168.73
CUST-11472,Daniel,King,Forest Dr,Austin,TX,78703,1039.22
CUST-10715,Pamela,Ramirez,,,NC,28202,1007.99
,James,Diaz,,Virginia Beach,VA,23450,0
,,Thomas,3879 Summit Dr,Fort Worth,TX,76102,1194.1
CUST-10274,Katherine,Martinez,7602 Ridge Rd,,FL,,$228.16
CUST-11592,Jessica,Bailey,8878 Spring St,Philadelphia,PA,19102,1074.75
CUST-10648,Justin,Robinson,4061 School Rd,Austin,TX,73301,1403.26
CUST-10275,Larry,Howard,,Milwaukee,WI,,514.85
CUST-10014,Ashley,Lee,4423 Church St,Albuquerque,NM,87104,926.99
CUST-10501,Sharon,Edwards,8396 Sunrise Ave,Atlanta,GA,30305,910.84
CUST-11795,Lisa,Morales,,New York,NY,10001,-1484.83
CUST-10820,Kimberly,Bailey,,Indianapolis,,46202,38.79
CUST-10076,Donna,,3165 Sunset Blvd,Charlotte,NC,28201,957.46
CUST-11762,Edward,Clark,3901 Grove Ave,Virginia Beach,VA,23450,251.28
CUST-11789,Nicole,Howard,Bldg 873,Minneapolis,MN,55402,773.56
CUST-10708,,Reed,Lake Blvd,Los Angeles,CA,90002,N/A
CUST-11390,Michelle,MARTIN,1579 Ridge Rd,Nashville,TN,37205,749.43
,Angela,Diaz,7613 School Rd,Portland,OR,,910.13
CUST-10096,Jason,Lewis,7612 Oak Ave,Jacksonville,FL,32204,315.5
CUST-10837,Elizabeth,Martinez,4128 Woodland Rd,Houston,TX,77002,TBD
CUST-10249,Kimberly,Kelly,9191 Ridge Rd,Charlotte,NC,28204,775.07
CUST-10741,Elizabeth,Taylor,7036 Sunset Blvd,Miami,FL,33104,0
CUST-10691,laura,Thompson,3158 Elm St,,TX,73344,1450.32
CUST-10249,Kimberly,Kelly,9191 Ridge Rd,Charlotte,NC,28204,1030.17
CUST-10996,Steven,Morris,3256 Valley Rd,Cleveland,OH,44103,672.71
CUST-10748,Carol,Parker,5616 Summit Dr,Tampa,FL,33602,181.54
CUST-10039,Pamela,Kelly,7750 Sunrise Ave Ste 52,Tucson,AZ,85702,1222.37
,Eric,Carter,4872 Spring St,Milwaukee,WI,53204,1240.14
CUST-10477,Mary,Williams,8778 Hill St,,MO,64103,289.47
CUST-10545,Jonathan,Thompson,Rm 333,Atlanta,GA,30302,345.94
CUST-11734,Benjamin,Reyes,Bldg 399,Memphis,,38102,1069.71
CUST-11417,Kenneth,cook,8847 Forest Dr,Nashville,TN,37204,1039.16
,Mark,Ramirez,Woodland Rd,Oklahoma City,OK,73101,942.04
CUST-11255,Rebecca,perez,9068 Pine Rd,New Orleans,LA,70114,$77.74
CUST-10767,George,Diaz,1557 Ridge Rd,Baltimore,MD,21201,783.41
CUST-11602,,Davis,1618 Forest Dr,Nashville,TN,37204,
CUST-11133,Carol,Morris,2225 Summit Dr,Tucson,,85701,pending
CUST-11252,,Phillips,Bldg 21,Oklahoma City,OK,73101,
,Nancy,Nelson,PO Box 799,Oklahoma City,OK,73104,$380.54
CUST-10660,George,Thompson,5847 Park Ave,Bakersfield,,93305,361.44
CUST-11476,Dorothy,Ward,5129 Sunrise Ave,Indianapolis,IN,46205,433.58
CUST-10951,Michael,Gomez,Lake Blvd,San Antonio,TX,78202,805.94
CUST-11398,,,,Omaha,NE,68104,814.38
CUST-11496,Donna,Cox,1575 Valley Rd,Dallas,,75203,823.09
CUST-10381,Nicole  ,Rogers,660 Oak Ave,Louisville,KY,40205,
CUST-10461,Kenneth,Johnson,Grove Ave,Columbus,OH,,1023.74
CUST-11018,Emma,Allen,3617 Brook Ln,Houston,TX,77003,
CUST-11010,Anna,,8290 Sunset Blvd,Albuquerque,NM,,824.83
CUST-11496,Donna,Cox,1575 Valley Rd,Dallas,TX,75203,280.18
CUST-10403,Jeffrey,,3506 Lake Blvd,Baltimore,MD,21204,0
CUST-11381,Charles,Gomez,1667 Grove Ave,Louisville,KY,40205,961.22
CUST-11561,Andrew,Ramirez,,Philadelphia,PA,19105,
CUST-11086,Nicholas,Cox,Ste 129,Tucson,AZ,85703,-1248.15
CUST-11066,,Roberts,8332 Mill Rd,Charlotte,NC,,417137.25
CUST-10794,BRANDON,Sanchez,6438 Lake Blvd,Fort Worth,TX,76101,383.36
CUST-10539,George,kim,,Memphis,TN,38104,410.4
CUST-10660,George,Thompson,Park Ave,Bakersfield,CA,,86.55
CUST-10381,Nicole  ,Rogers,,Louisville,KY,40205,244.16
,Justin,Morris,2580 Oak Ave Bldg 96,Sacramento,CA,95814,979.75
CUST-11739,RICHARD,Thompson,8760 Grove Ave,Denver,CO,80201,623.04
CUST-10998,Mary,Perez,1961 Sunset Blvd,Seattle,WA,98105,
,emily,Hill,5923 Highland Ave,,TX,73344,1437.09
CUST-10773,Larry,,6222 Ridge Rd,Jacksonville,FL,32204,1086.32
CUST-10651,George,Rivera,5762 Spring St No. 96,Colorado Springs,CO,80901,
CUST-11466,Jacob,Moore,3477 Mill Rd,Oklahoma City,OK,73104,1316.54
CUST-10533,brenda,Diaz,Suite 798,Albuquerque,NM,87102,445.66
CUST-10688,Rebecca,Morgan,9384 Park Ave,,FL,33604,412.1
CUST-10254,Shirley,Ramirez,7433 Forest Dr P.O. Box 29,Memphis,TN,38103,$803.49
CUST-10380,Melissa,Baker,Ste 5,Atlanta,GA,30303,852.81
CUST-10120,MELISSA,Perez,,Raleigh,NC,27605,905.31
CUST-11328,Laura,Lopez,3186 Summit Dr,Sacramento,CA,94205,872.93
CUST-11253,Sarah,Adams,,Columbus,OH,43085,692.69
CUST-10845,Emily,Jackson,183 Woodland Rd,Nashville,TN,,226.68
