cust_id,first_name,last_name,address,city,state,zip,amount_paid
CUST-11395,Ryan,,9121 School Rd,Chicago,IL,60602,199.35
,,Hernandez,5053 Sunset Blvd c/o 41,Tucson,AZ,,770.73
,Pamela,,,San Diego,CA,92105,301.73
CUST-11363,Betty,Wilson,9719 Oak Ave,Chicago,,60605,12.45
,John,Morgan,7552 School Rd,,OK,73101,1389.11
CUST-11730,Christine,Rodriguez,,New Orleans,LA,,-376.54
CUST-11659,Charles,,9885 Forest Dr,Tucson,AZ,85703,1466.81
CUST-10733,Melissa,King,7599 Cedar Ln,CO,Colorado Springs,80903,1327.41
CUST-11374,,Green,1808 Highland Ave,,CA,92104,156689.6
CUST-11347,,Jackson,2220 Valley Rd,Oklahoma City,,73104,282.27
CUST-10843,,CRUZ,505 Summit Dr,Memphis,TN,38103,
CUST-11565,Frank,Cook,783 Ridge Rd Suite 44,,DC,20001,VOID
CUST-11603,Charles,Evans,6153 Cedar Ln,Oklahoma City,OK,73103,321.26
CUST-11458,Helen,Diaz,2446 Maple Dr,Raleigh,NC,27603,769.42
CUST-11056,Charles,Cruz  ,School Rd,Chicago,IL,60602,371.26
CUST-10796,Rebecca,Garcia,2019 Ridge Rd,Cleveland,OH,44105,$51.42
CUST-10875,LARRY,thompson,5986 Spring St,Memphis,TN,38103,125.33
CUST-10876,Katherine,Martinez,6166 Park Ave,Kansas City,MO,64103,851.12
CUST-11358,Kevin  ,Flores,,New Orleans,LA,70114,1143.63
CUST-10263,Amy,Parker,6230 Woodland Rd,Jacksonville,FL,32201,349.62
CUST-10976,,,8768 Main St,Denver,CO,80204,179.82
CUST-11301,Jason,Scott,6109 Valley Rd,Houston,TX,77001,0
CUST-11328,Laura,Lopez,3186 Summit Dr,,CA,94205,91.36
CUST-10574,,,7033 Church St,CO,Aurora,80011,310.0
,Timothy,Walker,617 Brook Ln,Jacksonville,FL,32204,-1454.43
CUST-10747,Emily,Collins,9771 Highland Ave,CO,,80014,1445.44
CUST-10445,Anthony,Rodriguez,551 Meadow Ln,San Antonio,TX,78205,
CUST-10938,Ronald,,888 Highland Ave,Omaha,NE,68102,N/A
,Pamela,Carter,Unit 556,Louisville,KY,40202,$618.4
CUST-10732,,lewis,,Baltimore,MD,21203,158.05
CUST-10670,Richard,Morris,2665 Meadow Ln,Omaha,NE,68102,298.04
CUST-10624,Dorothy,Green,5212 Meadow Ln,,KY,40203,1080.36
CUST-10729,Jacob,,2786 School Rd,CA,Sacramento,94204,N/A
CUST-11451,Pamela,HERNANDEZ,4090 Highland Ave,San Diego,CA,92102,1171.68
,Charles,,9870 Elm St,Fort Worth,TX,76102,72.22
CUST-11531,Debra,Baker,2149 Hill St,Raleigh,NC,27604,577.38
CUST-10353,,White,8239 Oak Ave,Dallas,,75204,413.56
CUST-11082,Jeffrey,scott,1750 Elm St,San Jose,CA,95102,594.69
CUST-11616,Kenneth,Lopez,2289 Grove Ave,Louisville,KY,40201,
CUST-10222,Jeffrey,WALKER,6019 Woodland Rd,,MA,02101,
CUST-11252,Carol,Phillips,9437 Woodland Rd,Oklahoma City,OK,73101,480.31
CUST-10777,Larry,Lewis,8505 Highland Ave,Minneapolis,MN,55403,1483.42
CUST-11657,,Taylor,7141 Highland Ave,Nashville,,37205,N/A
CUST-11276,Deborah,Mitchell,3182 Church St,Dallas,TX,75204,TBD
CUST-10652,Larry,,Woodland Rd,Omaha,NE,68102,-470.48
CUST-11565,Frank,,783 Ridge Rd,Washington,DC,20001,1383.67
CUST-11494,,Clark,Hill St,Austin,TX,78702,113.83
CUST-11124,Shirley,Kelly,2126 Brook Ln,,FL,33103,407.15
CUST-10811,Debra,Allen,4836 Lake Blvd,,,,1425.2
CUST-11091,Jason,phillips,6233 Grove Ave,Chicago,IL,60605,N/A
CUST-10652,Larry,Jackson,,Omaha,NE,68102,156611.24
CUST-11378,Stephen,Evans  ,3094 Maple Dr,Denver,CO,80204,1060.75
CUST-10048,Andrew,Diaz,7974 Elm St,New Orleans,LA,70116,477.94
CUST-10286,Carol,Kim,1080 Forest Dr,Houston,TX,77003,758.76
CUST-10345,GEORGE,,9012 Woodland Rd,Bakersfield,CA,93301,770.34
CUST-11457,Betty,King,,,LA,70113,576.16
CUST-10305,Christopher,Wright,2415 Sunrise Ave,Milwaukee,WI,,156.08
,,WILLIAMS,5435 Valley Rd,Columbus,OH,43204,409.16
,Justin,Wilson  ,2694 Meadow Ln,San Jose,CA,95101,753.86
CUST-10775,Joseph,Evans,1038 River Rd,Milwaukee,WI,53201,$553.71
CUST-11591,Patricia,Kelly,9193 Church St,Cleveland,OH,44103,$50.93
CUST-10010,William,Garcia,4742 Maple Dr,Minneapolis,MN,55402,1044.6
CUST-11434,Shirley,Allen  ,Brook Ln,Fresno,CA,93650,1274.98
CUST-11226,BARBARA,Scott,6367 Forest Dr,Houston,TX,77004,478.24
,betty,COOPER,105 Sunrise Ave,,CA,94102,577.97
CUST-10871,gary,Robinson,6053 Park Ave,Phoenix,AZ,,0
CUST-10581,,Perez,3491 Church St,Milwaukee,WI,53203,808.78
CUST-11136,Jonathan,,5435 Valley Rd,Columbus,,43204,$697.64
CUST-10471,Lisa,Rivera,8955 Summit Dr,Austin,TX,73344,758.89
CUST-11447,Jason,,8296 Maple Dr,Austin,TX,78701,$1039.58
CUST-11601,Benjamin,Perez,5330 Pine Rd,Houston,TX,77005,
CUST-10726,Sarah,Brown,4844 River Rd,Virginia Beach,VA,23453,TBD
CUST-11550,Shirley,Turner,Fl 364,Charlotte,NC,28202,129.08
CUST-11776,Karen,Morris,7003 Maple Dr,Los Angeles,CA,90004,130.86
CUST-10869,Laura,Lee,9271 School Rd,Jacksonville,FL,32204,-739.54
CUST-11731,Stephen,Thomas,1724 Highland Ave,Boston,,02101,733.67
CUST-11103,Joseph,Edwards,1398 Highland Ave,Cleveland,OH,44103,$1037.58
,Jacob,Kelly,8981 Sunset Blvd,MD,,21201,1199.08
CUST-10948,Charles,Martin,2894 Sunrise Ave,Tucson,AZ,85701,1218.16
CUST-10531,Joseph,Williams,2693 Grove Ave,El Paso,TX,79901,174.36
CUST-11185,Deborah,,,Portland,OR,97202,633.18
CUST-11500,,Lopez,5600 Meadow Ln # 35,Chicago,IL,60605,0
CUST-11243,Deborah,Rodriguez,8187 Woodland Rd,,AZ,85203,139.44
CUST-10828,Katherine,Johnson,7302 Park Ave,San Diego,CA,92103,$1259.53
CUST-10497,Helen,Nguyen,,San Francisco,CA,94101,-1162.32
CUST-11765,Patricia,Robinson,5616 Park Ave,Aurora,CO,80012,659.04
CUST-10367,Brenda,Wilson,7643 Cedar Ln,Oklahoma City,OK,,1232.77
CUST-11484,Gregory,Howard,68 Highland Ave,OH,Columbus,43204,95.93
CUST-10043,Jonathan,,3007 River Rd,Dallas,TX,75204,202.35
CUST-11666,Susan,Collins,3595 Main St,,IL,60604,774.0
,Kimberly  ,Lopez,8516 Sunrise Ave,Chicago,,60602,1464.85
CUST-11745,Melissa  ,Walker  ,No. 572,Fort Worth,TX,76101,1150.99
CUST-10489,Emma,Jackson,1261 Hill St,Bakersfield,CA,93304,-12.41
CUST-11646,Robert,Carter,2090 Oak Ave,Oklahoma City,,,296.91
CUST-11320,Stephanie,Murphy,5247 Elm St,CA,San Jose,95104,-486.66
CUST-10088,Andrew,CLARK,9940 Church St,Las Vegas,NV,89105,-497.35
,Benjamin,anderson,43 Oak Ave,Charlotte,NC,28205,1162.4
CUST-10953,Joshua,King,9181 Woodland Rd,Boston,MA,02103,
CUST-11238,jonathan,,4751 Church St,Philadelphia,PA,19104,141.62
CUST-10840,Benjamin,Thomas,1037 Ridge Rd,Mesa,AZ,85201,$1304.49
CUST-11070,Gary,Gomez,302 Valley Rd,,MD,21202,$386.32
,Pamela,Carter,5479 Valley Rd,Philadelphia,PA,19101,696.67
CUST-11013,Amy,Peterson,4639 Forest Dr Bldg 48,San Jose,CA,95105,-542.11
CUST-11100,Ronald,Evans,Pine Rd,Oklahoma City,OK,73104,1159.73
CUST-10318,William,ORTIZ,Woodland Rd,Mesa,AZ,85205,$439.67
CUST-10027,,Martin,8838 Ridge Rd,Boston,MA,02102,1228.61
CUST-11358,Kevin,Flores,2278 Meadow Ln,New Orleans,LA,70114,
CUST-11448,Amanda,,,Raleigh,NC,27605,232.15
CUST-10419,Stephanie,Gonzalez,,Jacksonville,FL,32201,1287.31
CUST-10358,Raymond,PEREZ,2527 Pine Rd,Colorado Springs,CO,80905,1370.93
CUST-10960,Barbara,Hernandez,3740 Forest Dr,Austin,TX,78701,0
CUST-11367,Charles,Scott,5771 Pine Rd,Colorado Springs,CO,80903,1386.18
,George,Nguyen,9919 Church St,Bakersfield,CA,93303,123.77
CUST-10960,Barbara,Hernandez,,Austin,TX,78701,12.75
CUST-11507,Larry,allen,,Washington,DC,20003,1073.86
CUST-11312,Larry  ,Taylor,4260 Park Ave,Nashville,TN,,1060573.57
CUST-11292,Barbara,Roberts,8699 Oak Ave,LA,New Orleans,70114,
CUST-11242,ROBERT,harris,,,CA,90005,1201.16
CUST-11185,deborah,Campbell,Suite 146,Portland,OR,97202,721.99
CUST-10433,Rebecca,Collins,9156 Meadow Ln,Omaha,NE,68101,$272.42
CUST-11097,Lisa,Diaz,,Denver,CO,80205,101.25
CUST-11648,Susan,Davis,Sunset Blvd,Atlanta,GA,30301,1043.82
CUST-11756,Deborah,Moore,5210 School Rd,El Paso,TX,,0
CUST-10365,Anthony,BAKER,5122 Mill Rd,Raleigh,,27602,1104.23
CUST-11482,Charles,Thomas,3338 Hill St,Washington,DC,20001,911.93
CUST-10082,Steven,garcia,28 Highland Ave,Bakersfield,CA,93304,
CUST-11138,,Morgan,9924 Sunset Blvd,Austin,TX,78703,1415.46
CUST-10154,Christopher,Smith,9730 Summit Dr,Portland,OR,97204,1008.35
,,Scott,,Houston,TX,77004,1255.8
CUST-10574,FRANK,Flores,7033 Church St,Aurora,CO,80011,605.61
CUST-10921,mark,Cox,6619 Spring St,Fort Worth,TX,76104,1283.75
CUST-10066,Elizabeth,Diaz,Forest Dr,Seattle,WA,98101,610.23
CUST-11450,Sarah,Smith,5007 Forest Dr,Louisville,KY,40202,1483.06
CUST-10909,Stephen,Ward,2634 Sunset Blvd,New Orleans,LA,70112,
CUST-10660,George,Thompson,5847 Park Ave,Bakersfield,CA,93305,
CUST-10948,Charles,Martin,2894 Sunrise Ave,Tucson,AZ,85701,488.93
CUST-11134,Karen,Collins,Unit 125,Mesa,AZ,85203,827.32
CUST-10853,,Morales,2101 School Rd,El Paso,TX,79903,49.03
CUST-10710,Betty,Scott,,Boston,MA,2104,1311.47
CUST-11338,Larry,Moore,6255 Hill St,,TX,76102,1064.91
CUST-10173,Andrew,Cruz,1990 Main St,New Orleans,LA,70115,N/A
CUST-11127,Jessica,brown,3397 Brook Ln,Albuquerque,NM,87101,
CUST-11229,Gary,Wilson,,San Jose,CA,,286220.15
CUST-11206,Karen,,4281 Mill Rd,Boston,MA,02102,
CUST-11736,Sarah,Adams,,Minneapolis,,55404,#REF!
CUST-10267,Joseph,Phillips,2816 Brook Ln,Los Angeles,CA,90003,#REF!
CUST-10815,Rebecca,Green,,Atlanta,GA,30301,unknown
CUST-11262,Nancy,Murphy,Fl 649,Miami,,33101,$1055.43
,Sandra,,1181 Sunset Blvd,Atlanta,GA,30303,257.54
CUST-11118,justin,Campbell,4904 Forest Dr,Chicago,IL,60601,0
CUST-10870,CHARLES,,,Washington,DC,20001,-1474.21
CUST-11641,,Flores,457 Summit Dr,Phoenix,AZ,85001,1061.23
CUST-11291,Stephanie,White,23 Church St,Boston,,02104,384.3
CUST-10082,Steven,Garcia,28 Highland Ave Unit 25,Bakersfield,CA,93304,96.85
CUST-10707,William,Flores,6610 Elm St,Bakersfield,CA,93305,#REF!
CUST-11454,Andrew,,6023 Pine Rd,Philadelphia,PA,19104,-419.31
CUST-10860,,Morales  ,2880 Church St Bldg 21,Atlanta,GA,30301,$1067.39
CUST-11103,Joseph,edwards,1398 Highland Ave,Cleveland,,44103,1048.1
CUST-11044,George,Cooper,5355 Highland Ave,Omaha,NE,68102,-1240.54
CUST-11381,Charles,Gomez,1667 Grove Ave,Louisville,KY,40205,1101.92
CUST-10086,Thomas,Harris,P.O. Box 482,Portland,,97204,408.32
CUST-10044,Cynthia,Young,9017 Cedar Ln,Phoenix,AZ,85004,1160.92
CUST-10858,Raymond,PARKER,2201 School Rd,Seattle,WA,98103,559.9
CUST-11161,Ryan,Flores,7710 Park Ave,FL,Tampa,33604,676.82
,Donald,Hernandez,Lake Blvd,Atlanta,GA,30301,VOID
CUST-11660,Emily,Mitchell,School Rd,New York,,10005,52.54
CUST-11271,Jeffrey,Ramos,Lake Blvd,Colorado Springs,CO,80903,VOID
,Michelle,Williams,,San Jose,CA,95101,$567.78
CUST-10594,Frank,Cook,6591 Maple Dr P.O. Box 53,Portland,,97204,1415.64
CUST-10238,Shirley,Nguyen,9920 Sunrise Ave,Albuquerque,NM,87105,0
CUST-10573,David,Mitchell,,Minneapolis,MN,55402,-630.41
CUST-11558,Raymond,,7245 Mill Rd,Mesa,,85205,1327.2
CUST-11789,NICOLE,Howard,203 Cedar Ln,Minneapolis,MN,55402,1378.35
CUST-11594,John,Thomas,Main St,Minneapolis,MN,55405,-1281.68
,NICHOLAS,Williams,2942 Pine Rd,San Diego,CA,92104,304.99
CUST-10604,,KING,1263 Summit Dr,Bakersfield,CA,93305,
CUST-11681,Michelle,Young,2072 Highland Ave,Houston,TX,77003,617.61
CUST-11427,Donna,Reyes,7146 Sunrise Ave,,Fresno,93704,0
CUST-11149,Pamela,Flores,,Cleveland,OH,,765.79
CUST-11571,BRIAN,Collins,6975 Sunrise Ave,San Antonio,TX,78202,793.62
CUST-10182,Jonathan,Morris,9043 Ridge Rd,Washington,DC,20003,102.17
CUST-10246,MICHAEL,,5762 Cedar Ln,Raleigh,NC,,-1372.89
CUST-10039,Pamela,Kelly,7750 Sunrise Ave,,AZ,85702,1038.49
CUST-10846,Brenda,Jackson,83 Spring St,San Diego,CA,92101,82.56
CUST-10755,Steven,Stewart,3367 Mill Rd,New Orleans,LA,70113,$1087.49
CUST-10103,Joshua,Green,2268 Elm St Rm 68,Mesa,AZ,85201,497.08
CUST-10626,Justin,Wilson,2694 Meadow Ln,,CA,95101,
CUST-11552,charles,Johnson,Maple Dr,CA,Bakersfield,93305,1018.38
CUST-10717,,,3667 River Rd,Raleigh,NC,27601,839.14
CUST-10985,Michelle,Williams,8765 Main St,San Jose,CA,95101,187.07
CUST-10116,Anna,Miller,1125 Ridge Rd,Washington,DC,20002,1026.97
CUST-10670,Richard,Morris,2665 Meadow Ln # 90,Omaha,NE,68102,$180.93
CUST-10127,Karen,Parker,Brook Ln,Jacksonville,FL,32204,761.69
,Gary,Rogers,7449 Cedar Ln,Seattle,,98102,392.91
CUST-10697,,Howard,9220 Ridge Rd,San Antonio,,78201,
CUST-10191,Frank,Morales,1122 Park Ave,,AZ,85201,1323.9
,Patricia,Taylor,3899 Spring St,,NY,10003,619.77
CUST-10611,Pamela,Mitchell,863 Pine Rd,San Diego,CA,92105,129.26
,Sharon,Jackson,,Virginia Beach,VA,,1094.51
CUST-11434,Shirley,,3901 Brook Ln Ste 71,Fresno,CA,93650,0
CUST-10410,Andrew,Davis,3805 Woodland Rd,PA,Philadelphia,19105,1064.83
CUST-10222,Jeffrey,Walker,6019 Woodland Rd PO Box 31,Boston,MA,02101,1445.17
CUST-11760,Donald,Diaz,,San Francisco,CA,94105,760.03
CUST-10876,Katherine,Martinez,6166 Park Ave,Kansas City,MO,64103,1239.89
CUST-11406,John,Morgan,7552 School Rd,Oklahoma City,OK,73101,-121.72
CUST-10078,,Phillips,,Tampa,FL,33605,$860.63
CUST-11331,Melissa,Johnson,5757 Hill St,Denver,CO,80203,1048.57
CUST-10546,Sarah,White,879 Valley Rd,Oklahoma City,,73104,
CUST-11001,Amy,Lopez,5545 Ridge Rd,Tampa,FL,33605,176.46
CUST-10908,Christopher,Gonzalez,6563 Forest Dr,OH,Columbus,43204,1433.4
CUST-10554,,Diaz,4878 Oak Ave,TX,San Antonio,78202,295.18
CUST-10598,,Walker,1413 Sunrise Ave,Houston,TX,77002,$1314.42
CUST-10807,Joseph,,9549 Spring St,Atlanta,GA,30304,$1418.85
CUST-11093,Shirley,Jones,7400 Meadow Ln,Kansas City,MO,64101,473.79
,Ryan,Richardson,,Omaha,NE,68101,67.36
CUST-11331,Melissa,Johnson,5757 Hill St,Denver,CO,80203,0
CUST-11581,Melissa,Hill,P.O. Box 314,Denver,CO,80204,12.31
CUST-11326,Linda,Cox,c/o 770,Virginia Beach,VA,23451,640.41
CUST-11054,Kevin,Harris,9731 Church St,Oklahoma City,OK,73103,338.14
CUST-10327,JOSHUA,Wright,7160 Sunset Blvd,San Diego,CA,92103,624.9
CUST-11092,George,Gomez,Suite 717,Miami,,33125,89.23
CUST-10926,Carol,Collins,Main St,Tampa,FL,33604,
CUST-11543,Jennifer,,1935 Lake Blvd,San Antonio,TX,,0
CUST-11430,Jennifer,Morales,1376 Forest Dr,Los Angeles,CA,90001,170.0
CUST-11317,Jeffrey,king,3362 Woodland Rd,Boston,MA,2102,159.43
CUST-10499,Brian,Wilson,5051 Meadow Ln,Philadelphia,PA,,1168.71
CUST-10580,Sarah,JACKSON,,AZ,Phoenix,85005,
CUST-11047,Emily,Gomez,5508 Maple Dr,San Jose,,95102,1233.62
CUST-10164,Benjamin,Wright,2871 Summit Dr,Omaha,NE,68101,1132.63
CUST-11091,Jason,Phillips,6233 Grove Ave,Chicago,,,
CUST-11593,Michael  ,Reed,7797 Highland Ave,Kansas City,MO,64102,287.1
CUST-10105,Rebecca,,,El Paso,TX,79905,
CUST-10990,Charles,Davis,1170 Woodland Rd,Seattle,WA,98104,216.1
CUST-10185,George,STEWART,6326 School Rd,Bakersfield,CA,93304,-682.32
CUST-10257,David,wright,,Milwaukee,WI,53204,929.59
CUST-11155,Donna  ,,7269 Oak Ave,El Paso,TX,79905,278.92
CUST-10084,Joshua,Richardson,4921 Highland Ave,Oklahoma City,OK,73101,83.62
CUST-11039,Barbara,Adams,,Tucson,,85702,576.24
CUST-10956,Katherine,MORGAN,5819 Forest Dr,Jacksonville,FL,32202,1431.85
CUST-10090,Jacob,Perez,4650 Highland Ave,Minneapolis,MN,55401,229.56
CUST-10464,jonathan,Rivera,5893 Highland Ave,Nashville,TN,37203,133.73
CUST-11191,James,Kelly,8221 River Rd,,CA,93701,512.12
CUST-11064,Helen,Wright,137 Maple Dr,Houston,TX,77004,884.58
,Richard,Garcia,Spring St,,Nashville,37204,1379.27
CUST-10233,Mark,Ward,4942 Meadow Ln,Chicago,IL,60605,$715.88
CUST-10653,Donna,Thompson,1479 Oak Ave,Fresno,CA,93650,1012.89
CUST-10844,Christopher,Morgan,6407 Woodland Rd,Charlotte,NC,28202,
CUST-10728,Pamela,Harris,8760 Church St,El Paso,TX,79902,$1143.35
CUST-11784,Deborah  ,Reed,7149 River Rd,Austin,TX,73344,927.61
CUST-10929,Jonathan,Johnson,4068 Hill St,New Orleans,LA,,187681.48
,,PARKER,1276 Forest Dr,Los Angeles,CA,90004,656.24
CUST-10084,Joshua,Richardson,4921 Highland Ave,Oklahoma City,,73101,1109.94
CUST-10425,Brandon,LEWIS,Elm St,Charlotte,NC,28202,492.96
CUST-10083,Jonathan,Sanchez,1147 School Rd,Boston,,02104,744.07
CUST-10637,Joshua,,830 Pine Rd,IL,Chicago,60604,-20.34
CUST-10748,Carol,Parker,,,FL,33602,0
CUST-10560,Pamela,,2222 Ridge Rd,Sacramento,CA,94201,1438.15
CUST-10515,Joseph,Reed,8940 Pine Rd,Fort Worth,TX,76105,pending
CUST-10494,Michelle,Brown,Summit Dr,Cleveland,OH,44103,-359.16
CUST-11018,emma,Allen,3617 Brook Ln,Houston,TX,77003,890.14
CUST-10229,Patricia,Taylor,3899 Spring St,New York,NY,10003,557.66
CUST-10951,Michael,Gomez,P.O. Box 875,San Antonio,TX,78202,184.93
,jeffrey,Johnson,2469 Main St,Charlotte,NC,,0
CUST-11316,Donald,ANDERSON,9414 Elm St,Chicago,IL,60603,451.63
CUST-10513,Daniel,Gomez,8045 Spring St,Oklahoma City,OK,73103,767.97
CUST-11126,Brandon,Robinson  ,3172 Main St,Bakersfield,CA,93303,1482.52
CUST-11530,Kevin,Cruz,3600 Spring St,Charlotte,NC,28205,1021.42
CUST-10932,Paul,White,8176 Grove Ave,Baltimore,MD,21202,491.33
CUST-10041,Timothy,Reyes,1613 Oak Ave,Aurora,CO,80010,$1276.44
CUST-11676,Donna,,6101 School Rd,San Francisco,CA,,1012.3
CUST-11470,Steven,,4957 Sunset Blvd,Miami,FL,,213.3
CUST-10951,Michael,Gomez,984 Lake Blvd,San Antonio,TX,,1289.76
CUST-10992,Jessica,Young,4050 Grove Ave,,TN,38103,1113.61
CUST-10860,Donna,,2880 Church St,Atlanta,GA,30301,1205.78
CUST-11707,Mary,murphy,5568 Park Ave,Minneapolis,,55403,$1074.0
CUST-10084,Joshua,Richardson,,Oklahoma City,OK,73101,27.55
CUST-11239,,thompson,,Atlanta,GA,30301,1439.89
,Jeffrey,Scott,2714 Mill Rd,Virginia Beach,VA,23450,pending
CUST-11494,John,,6593 Hill St,Austin,TX,78702,$910.61
CUST-10502,susan,Brown,9081 Maple Dr,Philadelphia,,19103,$1380.93
CUST-10544,pamela,,Church St,Las Vegas,NV,89102,1162.18
CUST-10932,Paul,White,8176 Grove Ave,,MD,21202,VOID
CUST-11248,Jennifer,Young,236 Pine Rd P.O. Box 14,New Orleans,LA,70113,517.59
CUST-10728,Pamela,Harris,8760 Church St,El Paso,TX,79902,VOID
CUST-11725,,Lopez  ,5682 Mill Rd,Denver,CO,80204,686.91
CUST-11195,Eric,Hernandez,1450 Park Ave Rm 24,,MO,64105,358.57
CUST-10529,anthony,Gutierrez,7802 Cedar Ln,Tucson,AZ,85703,1218.94
CUST-10376,Brian,,,Boston,MA,2101,997.84
CUST-10249,Kimberly,Kelly,9191 Ridge Rd,Charlotte,NC,28204,
CUST-10093,Ashley,Stewart,Sunrise Ave,Miami,FL,33101,447.88
CUST-10777,Larry,Lewis,,Minneapolis,MN,55403,688.65
CUST-10827,Emily,RAMIREZ,7781 Woodland Rd,Miami,FL,,-789.59
CUST-11298,Anthony,Moore,8842 Cedar Ln,El Paso,TX,79902,192.13
CUST-11138,Frank,Morgan,,Austin,TX,78703,18.84
CUST-11052,Ashley,Martinez,5299 School Rd,Seattle,WA,98104,0
CUST-10407,Timothy,Nelson,1648 School Rd,Bakersfield,,93304,868.81
CUST-10765,,Collins,7607 Oak Ave,Denver,CO,80203,114.24
CUST-11356,Shirley,morgan,1868 Sunrise Ave,Bakersfield,CA,93305,1026.17
CUST-10404,Jonathan,Wright,Cedar Ln,Atlanta,GA,30303,1434.42
CUST-11746,Patricia,Johnson,1036 Park Ave,El Paso,TX,79902,0
CUST-10383,RYAN,Martin,2291 Forest Dr,Raleigh,NC,27605,1474.21
CUST-11229,,Wilson,7066 Lake Blvd,San Jose,CA,,N/A
CUST-10319,John,Roberts,6339 Valley Rd,Tucson,,85701,16.41
CUST-10947,Paul,,6241 Lake Blvd,,,30304,1174.99
CUST-11093,Shirley,Jones,,Kansas City,MO,64101,1296.21
CUST-11793,Timothy,Lopez,5643 Elm St c/o 1,TX,San Antonio,,1404.91
CUST-10311,James,Hernandez,3534 Elm St,Los Angeles,CA,90003,450.84
CUST-11159,Joshua,Sanchez,1287 Ridge Rd,Bakersfield,CA,93305,$756.34
CUST-10655,James,,No. 524,Miami,FL,33102,
CUST-10821,Steven,Smith,2537 Oak Ave,El Paso,TX,79904,489.31
CUST-10525,Justin,KELLY,No. 622,Charlotte,NC,,104.93
,Ryan,Cooper,2199 Highland Ave,Kansas City,MO,64104,137928.87
CUST-11639,Matthew,Nelson,,Philadelphia,PA,,N/A
CUST-11564,Jason  ,Cook,6111 River Rd Unit 63,San Diego,CA,92101,171.7
CUST-11431,nicole,Hill,5955 School Rd,Phoenix,AZ,,$1216.62
CUST-11648,Susan,Davis,4832 Sunset Blvd,Atlanta,,30301,$1239.41
CUST-11121,Shirley,Evans,3426 Brook Ln,Kansas City,MO,64102,492.15
CUST-10825,Rebecca,Cooper,1507 Valley Rd,Mesa,AZ,,100.46
CUST-11717,Linda,Mitchell,Forest Dr,Kansas City,MO,64101,85.96
CUST-10113,nancy,Miller,5364 Lake Blvd,Indianapolis,IN,46204,1417.56
CUST-11312,Larry,Taylor,4260 Park Ave,Nashville,TN,37202,1053.41
CUST-10295,Nicholas,Cooper,619 School Rd,Baltimore,MD,21205,831099.89
CUST-11432,Gregory,Lopez,3868 Cedar Ln,Louisville,KY,40202,1137.15
CUST-10361,Katherine,Clark,497 Summit Dr,Omaha,NE,,$901.07
CUST-11022,Barbara,Hill,,Phoenix,AZ,85002,961.39
CUST-11273,Richard,Walker,3277 Sunset Blvd,Baltimore,MD,21204,0
CUST-11563,Anna,Ramos,,Indianapolis,IN,46202,198.16
CUST-10921,,Cox,6619 Spring St,Fort Worth,TX,76104,$19.85
CUST-10319,John,Roberts,6339 Valley Rd,Tucson,AZ,85701,-355.6
CUST-11763,scott,Cruz,2200 River Rd,Baltimore,MD,21203,392.92
CUST-11609,Brenda,Taylor,6665 Meadow Ln Rm 83,Nashville,TN,37205,1494.52
CUST-10392,,Cruz,,Oklahoma City,OK,73104,1084.4
CUST-10192,Frank,Torres,7111 Cedar Ln Fl 43,Charlotte,,28201,1094.73
CUST-11284,Mark,Ramos,,San Jose,CA,95105,161.47
CUST-10525,Justin,Kelly,6130 Sunset Blvd,Charlotte,NC,28204,
CUST-10620,Kimberly,LOPEZ,8516 Sunrise Ave,,IL,60602,-595.78
