customer_id,first_name,last_name,email,phone,address,city,state,zip,signup_date,last_purchase,total_spend,plan,active
023967,Christine,Ramirez,christineramirez@yahoo.com,+16422154873,4326 RIVER RD,San Diego,WY,10042,2019-09-09,2026-01-19,3038.19,Free,True
035160,N/A,Anderson,scottanderson@aol.com,+16807818239,2200 Main St,Louisville,MI,48863,2023-03-27,2026-09-28,8844.28,Free,True
9100490,,Harris,NaN,+16327805025,9086 Maple Dr,"Houston, Houston",NV,NULL,2020-10-27,0000-00-00,9611.79,Ultimate,True
086858,Daniel,Allen,daniel_allen@protonmail.com@extra.com,(920) 397-4038,n/a,null,TN,94133,2021-07-06,12-60-2202,4245.09,Starter,True
5084558,asiL,Moore,  lisa_moore@msn.com,N/A,8373 Pine Rd,Charlotte,NY,24365,19/06/2015,2025-01-06,1977.32,Basic,False
82988692,Debra,Johnson,debra-johnson319@hotmailcom,192.340.6627,567 Lake Dr,Milwaukee,HI,904,2018-04-21,2025-05-04,3527.38,Enterprise,False
92627546,Mary,Wilson,marywilson@gmail.com,+12643970994,7652 South St,Omaha,NC,49919,2020-09-21,2025-10-24,-8794.4,Free,False
553893,Jeffrey,Lewis Lewis,jeffrey.lewis@yahoo.com,NaN,24 South St,NaN,,36747,2015-02-13,2022-09-17,9573.54,Starter,True
243333,Ryan,Davis,ryan-davis@aol.com,+19870994312,4554 Oak Ave,Austin,RI,91189,2015-08-24,2022-07-14T00:00:00Z,8620.32,BASIC,unknown
57516681,Katherine,Roberts,invalid-email,000-000-0000,8499 Washington Blvd,Omaha,MA,96799,2022-09-13,2024-03-15,9121.67,Professional,False
64332468,Donna,Rivera,donnarivera@gmail.com,NaN,4537 Lake Dr,Nashville,IL,29651,2023-04-02,2026-07-22,3199.26,Premium,True
21509958,Daniel,Taylor,danieltaylor771@protonmail.com,+12462736711,P.O. Box 6949,Sacramento,WV,79798,1900-01-01,2025-08-09,1455.77,Ultimate,True
4528171,Robert,Brown,robert.brown@yahoo.com,(475) 462-7786,NaN,Philadelphia,MA,23404,2015-01-07,NULL,6349.86,Premium,Y
81187049,Brian,Lewis,brian.lewis324hotmail.com,428-574-0671,1158 Spring St,Colorado Springs,WY,39847,2016-11-07,2024-08-11,8967.94,Standard,False
883678,Kevin,  Roberts  ,kevin-roberts325@yahoo.com,+19046672843,5923 Elm St,Austin,MA,12087,2016-04-19,2024-09-23T00:00:00Z,6424.86,Starter,True
953562,Emily,Miller,emily.miller711@protonmail.com,+14XXX3058X8,8695 Oak Ave,San Francisco,VT,N/A,2024-05-05,2026-01-02,N/A,Premium,False
054368,Robert,null,robert_torres348@outlook.com,008-881-7427,70 River Rd,Jacksonville,California,27109,2020-11-22,2026-10-17,9339.68,Free,True
51233312,Deborah,eeL,deborah-lee808@aol.com,070-058-8045,4485 Lake Dr,Indianapolis,HI,60389,2020-05-19,2024-02-22,5140.84,Standard,False
69453169,Brandon,J. Jones,brandonjones@hotmail.com,354-775-6066,6041 Oak Ave,Seattle,AK,96975,NULL,2026-06-22,4569.07,Basic,True
0346748,Stephen,Carter,stephencarter@icloud.com,822-888-6530,n/a,Tucson,KS,62032,07/02/2015,2022-05-18,8145.17,Ultimate,True
8514759,Pamela,Williams,pamelawilliams@protonmail.com,,4976 Park Ave,Los Angeles,ND,75365,1900-01-01,2023-08-17,1733.91,,True
632939,Laura,Moore,null,(496) 487-7576,8826 Main St,Tucson,UT,26176,2020-07-27,32/13/2022,1775.98,Ba,True
6499562,  Melissa  ,Smith,melissa.smith@me.com,299-431-9060,4737 Maple Dr,Oklahoma City,MI,24821,2022-06-17,51-40-5202,"2111,37",Enterprise,true
3704998,Gary,Jackson,gary-jackson523@protonmail.com,+14531667346,2679 East Blvd,Las Vegas,ID,63600,,NULL,9633.07,N/A,False
1696224,Timothy,Davis,timothy-davis@aol.com,+18377482802,3289 River Rd,NaN,NJ,50974,2022-04-11,2022-09-12T00:00:00Z,1086.71,Free,False
NaN,Allen,EmilyeI,emily_allen@msn.com,(389) 256-5666,7099_East_Blvd,Portland,IA,55636,2024-12-11,2023-03-18,7156.36,PROFESSIONAL,True
30018738,Karen,  Williams  ,karenwilliams@me.com,541.256.37953795,7274 Hill Rd,New York,WV,71396,NaN,2024-04-10,3120.02,Standard,Y
59048036,Eric,  Young  ,eric_young74@,+17427146187,3821 Lake Dr,NULL,N/A,75274,2022-06-26,2023-03-12,5674.55,Basic,False
1582167,Deborah,Carter,deborah.carterlive.com,543.380.1506,5550 Valley Dr,New York,MA,70749,,null,5616.31,Standard,True
62901728,John,Hill,john_hill339@me.com,+16001478512,3437 Valley Dr,Portland,NH,79059,2018-08-23,2099-01-01,3706.04,Basic,false
3309265,Edward,Hill,edward.hill@gmail.com,678-576-5264 ext.468,6157 Hill Rd,Kansas City,null,78043,2024-12-27,2024-12-10,436.39,Professional,False
9848390,Richard,NULL,richardthompson897@gmail.com,(926) 312-5116,1003 Church St,Columbus,WV,96632,2019-06-20,2025-03-14,NULL,Premium,true
05540427,N. Nicholas,Lopez,nicholas_lopez@yahoo.com,(911) 836-2818,6578 Oak Ave,Nashville,SC,00000,,32/13/2022,1009.3,Ultimate,True
0,Eric,Johnson,ericjohnson1@live.com,null,9469 Maple Dr,Sacramento,RI,24124,n/a,2026-11-02,6024.66,Standard,True
91046172,Emily,Brown,emilybrown944@gmail.com@extra.com,316.500.8087,6768 Spring St,Charlotte,SD,56938,0000-00-00,2024-10-12,874.85,Ultimate,True
6173338,NULL,L@@,sandra-lee957aol.com,+13485509663,81 PARK AVE,NaN,AL,,2019-11-05,2025-12-27,9821.97,Ultimate,False
9356176,Justin,RiveraAV,justin.rivera@me.com,+15554785045,5193 Lake Dr,Fort Worth,OR,48412,2018,0000-00-00,3151.59,Standard,True
22554830,Sandra,Campbell,sandra-campbell440@outlook.com,480-183-7463,6868 Valley Dr,Baltimore,WI,NULL,91-60-9102,2022-10-26,326.93,Premium,True
97348818,Amy,Williams,amy.williams738@outlook.com,455-X05-23X9,522 Cedar Ln,  Atlanta,NM,74103,0000-00-00,2022-03-28,7851.98,Starter,TRUE
4410948,,torres,,601-539-1767,8562 Sunset Blvd,Tucson,NH,48974,2024-07-10,2026-10-02,6098.25,Standard,True
2155731,,Young,donnayoung@me.com,n/a,1322_Cedar_Ln,Phoenix,SD,86138,2015-03-14,2025-11-05,2349.36,Free,True
92594605,Gary Gary,Adams,garyadams496@aol.com,555-555-5555,1048 South St,,OH,95419,2016-04-22,2022-03-28,5993.02,null,null
949069,Betty,Anderson,betty_andersonyahoo.com,000-000-0000,1339 Valley Dr,Long Beach,NM,n/a,2018-12-01,2025-04-15,1630.53,Professional,False
3323829,frank,Green,frank.green@msn.com,(676) 034-5030 ext.200,N/A,Tucson,WA,,2023-05-25,2022-09-25,8978.59,Free,True
771794,Edward,Torres,edwardtorresATgmail.com,555-555-5555,5945 Cedar Ln,Colorado Springs,MO,NULL,2017-10-11,2026-11-13,1219,,True
034691,Andrew,Roberts,andrewroberts@me.com,714-218-5831,5422 West Rd,Albuquerque,NE,17650,2020-10-17,2025-08-18,4424.8,Starter,True
016371,Kathleen,Anderson,kathleenanderson@outlook.com,(724) 808-1683,4266_Spring_St,Charlotte,N/A,37635,2020-03-06,2025-11-12,2605.46,Enterprise,True
  42340738  ,    ,  Betty  ,  NULL  ,  +17410144971  ,  3340 Cedar Ln  ,  Virginia Beach  ,  CO  ,  84798  ,  2023-07-08  ,  2025-11-21  ,  174.71 USD  ,  Professional  ,  False  
2396804,Frank,NULL,franktorres59@gmail.com,NaN,6730 Cedar Ln6730 Cedar Ln,Kansas City,AL,30398,2019-04-16,NaN,0,Premium,False
49276366,Michael,Hill,michael-hill@gmail.com,345.702.7115,8698 South St,n/a,N/A,43681,2022-05-24,2024-02-15,9629.11,Premium,N
20800682,Perez,Donna,donnaperez335@icloud.com,829.191.2732,6351 Valley Dr,NULL,HI,27367,2023-10-24,n/a,N/A,Professional,False
6470204,Nancy,Thompson,nancythompson806@me.com,71703249097,8178 River Rd,Houston,TX,56685,2017-03-02,2022-02-05,,NULL,True
0,Benjamin,Robinson,benjamin.robinson447@outlook.com,,1776 Cedar Ln,New York,XX,83104,2016-08-17,2023-02-08,3303.04,Free,True
901726,Joshua Joshua,Adams,  joshua_adams@protonmail.com,(210) 935-5098,3925 Maple Dr,Seattle,ID,24859,2022-06-04,NULL,5110,Free,False
179974,KATHLEEN,Hall,NULL,+14790673037,7439 South St,sacramento,OR,53452,,,,Starter,False
637293,Emily,Campbell,emilycampbell@protonmail.com@extra.com,+124696,3640 Maple Dr,San Antonio,NV,16080,2016-06-13,2024-04-19,6031800.0,Premium,True
23080685,Paul,Campbell,paul-campbell@aol.com,(572) 001-8684,5134 North Ave,N/A,,22645,2024-05-05,2023-09-02,1865.05,Standard,True
92313956,Robert,Martin,robert-martingmail.com,(370) 561-2240,573 Valley Dr,Phoenix,OR,55555,2023-02-26,2025-02-17,6125.62,Premium,False
33145165,Mark,Nelson,mark_nelson482@aol.com,+13237701169,8264 ,Oklahoma City,PA,00000,2022-10-27T00:00:00Z,,1144.04,Premium,False
124449,P. Pamela,Hernandez,pamela.hernandez@me.com,+16684860346,NULL,NULL,MD,36717,2099-01-01,2024-04-10,6409.18,Enterprise,False
945725,Gary,Campbell,N/A,259.203.5674,6585 Washington Blvd,Oklahoma City,MSMS,085941,2019-03-28T00:00:00Z,2023-08-21,7245.48,FREE,NaN
2075058,Kimberly,Carter Carter,kimberly-carter840@gmail.com,686.054.9563,8543 Hill Rd8543 Hill Rd,SanJose,HI,56077,2017-08-15,2025-09-12,"4678,27",Professional,False
6719270,Emily,Anderson,emily-anderson@gmail.com,+10209556146,7063 Spring St,Long Beach,IN,13408,2018-02-16,2023-10-24,2668.57,Enterprise,FALSE
9877183,Pamela,Thompson,pamelathompson735@me.com,996-534-1096,7882 Sunset Blvd,columbus,RI,21833,2021-12-21,2099-01-01,6023.75,Enterprise,False
599295,Susan,Wright,susan.wright@,885.999.6344,2527 Washington Blvd,,NaN,34757XX,2023-11-07,82-60-5202,6760.97,Starter,True
616010,NULL,Rodriguez,amyrodriguez594@gmail.com,529-990-8850,5730 Cedar Ln,Phoenix,NC,68171,null,NULL,5705.8,n/a,True
6252489,Gregory,Gonzalez,gregorygonzalez460@gmail.com,485.845.8989,7316 Lake Dr,Minneapolis,,21277,12-70-5102,2025-08-21,1516.6,Ultimate,False
93912803,Nicholas,Martinez,nicholas_martinez@aol.com,403-962-5784,123,Houston,OK,00000,2019-11-24,2022-03-23,7701.05,Standard,True
78212701,Amanda,Sanchez,amanda_sanchez@protonmail.com,n/a,8797 Valley Dr,Tucson,AZ,68744,32/13/2022,2024-03-20,,Enterprise,N
511696,Michael,Moore,michaelmoore566@icloud.com,793.290.7186,4043 Cedar Ln,Tucson,MI,52756,13/05/2015,2022-07-04,2953.12,NULL,False
169346,Christine,Adams,christine_adams@me.com,589.137.7623,7864 Spring St,Tucson,MN,50038,2022-09-04,2023/11/20,824.33,Starter,True
5309877,Amy,NULL,amylewis@me.com,(107) 746-4301,4318 Main St,Baltimore,ND,98425,2023-05-03,2023-04-07,4541.39,,
#3#617#,L@ur@,Garcia,laura_garcia@me.com,null,911 VALLEY DR,Sacramento,NV,92647,2019-03-02,2022-12-25,938.85,N/A,True
3338091,Joshua,Allen,joshua-allen@yahoo.com,995.540.9863,N/A,Long Beach,HI,79810,2019-08-02,2024-03-02,2429.17,Enterprise,True
53036765303676,Brian,Moore,NULL,+11022054549,3676 Elm St,Austin,WV,78447,2019-05-04,2023-04-22,1924.21,Basic,True
030014,N/A,Martinez,brandon.martinez@hotmail.com,+15642402545,2729 West Rd,NULL,AR,n/a,2018-03-06,2026-12-24,N/A,Standard,True
106992,Mary,Young,mary-young@live.com,684-728-7437,2379 Washington Blvd,Columbus,VT,,2017-03-23,2026-01-21,1065.77,Starter,False
2558290,Gregory,Jackson,gregory_jackson@aol.com,86026544056,1533 Spring St,San Antonio,XX,26302,2016-03-04,2099-01-01,9780.17,Professional,False
708608,Thomas,Davis,thomas.davis711@protonmail.com,3867903,n/a,Houston,NM,53188,2018-01-25,2026-12-15,8713.17,Premium,True
056531,Anna,Martinez,anna.martinez245msn.com,562.976.5031,1484 Sunset Blvd,Denv,VT,67321,2024-04-28,2023-12-08,3428.74,,0
,Michael,Campbell,michael.campbell288yahoo.com,+13254577083,9763 Oak Ave,NULL,SD,14611,2024-07-11,2025-09-18,7587.83,Ultimate,False
060664,Dorothy,ANDERSON,dorothy.anderson@hotmail.com,+19133635207,9012 Maple Dr,Chicago,IL,721836,2015-04-08,2026-08-01,3497.06,Standard,False
1533185,Brenda,Gonzalez,BRENDAGONZALEZ@LIVE.COM,981.490.4766,1086 Park Ave,Milwaukee,OK,84581,2024-01-14,2024-08-10,749.16,Ultimate,False
41118829,NULL,Allen,amandaallen434@hotmail.com,NaN,null,Indianapolis,MA,40410,2021-08-12,2025-11-16,4979.57,Enterprise,False
169271,Frank,Mitchell,frank-mitchell134@live.com,(396) 131-8754,6671 Lake Dr,Baltimore,AR,10378,2015-06-23,NULL,4402.5,Free,False
480089,Jeffrey,Carter,jeffrey_carter@,(122) 876-4436,8202 Oak Ave,Philadelphia,FL,15853,2021-04-08,2024-08-12T00:00:00Z,6368.39,Free,False
837599,NULL,Rodriguez,andrew.rodriguez191@live.com,(266) 648-4220,7217 Maple Dr,Virginia Beach,WV,56379,2020-08-26,NaN,N/A,Professional,True
7188274,William,etihW,NULL,+16466472070,1529 Cedar Ln,Raleigh,MI,54165,2018-01-20,2023-08-07,7265.33,Enterprise,False
52334300,B@enda,Carter,brenda_carter682@live.com,091-903,5631 East Blvd,Raleigh,VT,81586,2024-07-21,2023-06-18,3974.47,Premium,False
51648697,Jacob,Jackson,jacob.jackson151@live.com,973-657-5334,7095 Forest Ln,Virginia Beach,UT,93705,2015-03-18,2023-08-27,,Starter,False
549245,Dorothy,Miller,dorothy-miller@outlook.com,+18663162671,7058 Maple Dr,Houston,N/A,NaN,0000-00-00,2024-11-18,522.8,Starter,True
917549,N/A,Campbell,invalid-email,075.157.5032,204 Washington Blvd,Memphis,NJ,94320,32/13/2022,2024-03-03,7508.83,En,False
431823431823,  John  ,Carter,john_carter864@icloud.com,000-000-0000,3880 West Rd,Seattle,NH,93740,2099-01-01,2026-05-26,9098.22,Standard,False
NULL,Ryan,Thomas,ryan.thomas@protonmail.com,+15712624869,,New York,OH,54150,2019-09-27,2022-09-14,4802.88,starter,False
11205345,Eric,Sanchez,eric.sanchez@me.com,945-295-8076,1727 Spring St,Fresno,OR,16159,1900-01-01,2026-07-14,5854.08,N/A,False
3427445,Pamela,Walker,N/A,+16252902059,8658 Forest Ln,Milwaukee,AL,NaN,2099-01-01,2026-03-28,9538.8,Ultimate,True
83903886,Justin,Hall,justin_hall@me.com,385.471.3955,1707 Hill Rd,"Indianapolis, Indianapolis",,97376,1900-01-01,2023-11-09T00:00:00Z,9738.47,Starter,True
02962723,Nancy,D. Davis,nancydavis311@icloud.com,19442676573,4710 River Rd,Portland,IN,,NULL,10-10-6202,7411.51,Ultimate,True
07464568,Gary,Johnson,gary_johnson416@yahoo.com,916-534-2856,6532 EAST BLVD,Atlanta,OH,24000,2021-05-25,2026-09-01,2655.88,,True
54141877,Raymond,Torres,n/a,385-443-8073,P.O. Box 8200,,MD,63392,2019-02-20,2025-03-23,5646.07,Unknown,True
7486797,Christopher,Jones,christopher-jones@yahoo.com,,9297 Valley Dr,Indianapolis,CO,39479,2017-05-22,2022-11-28,7267.03,Starter,False
47159904,Mark,Lee,mark_lee900@,425-053-0098,5527 Cedar Ln,Kansas City,MS,89O60,2018-02-15,2023-07-28,658.98,Basic,False
#522#691,Jonathan,Lee,N/A,78752772693,8565 Cedar Ln,Los Angeles,MO,29048,null,32/13/2022,7856.39,Starter,False
008738,Karen,Wright,karenwright@msn.com,N/A,NULL,New York,GA,89811,2019-03-12,2022-02-05,1335.45,Standard,False
8399929,kenneth,Lopez,kenneth.lopez339@gmail.com,442-036-3332,160 Church St,Chicago,OH,53687,2020-02-02,2025-11-23,3098.18,Basic,True
0457377,Ronald,Clark,ronald-clark@yahoo.com,+14290683391,997 Forest Ln,San Jose,,21536,2021-10-27,,3143.07,St,False
8392128,Mary,Brown,mary_brown639me.com,+19431381811,2594 West Rd,Omaha,SD,71547,2019-12-28,N/A,9454.28,Free,True
89226243,William,Nelson,william-nelson350@live.com,820.134.1597,8752 Lake Dr,Chicago,NJ,41693,2019-04-03,null,6817.56,Professional,False
576068,Sarah,null,NULL,415-673-8310,9661 River Rd,San Diego,UT,28405,2021-11-27,2025-01-22,5624.71,Ultimate,False
99450294,Matthew,Perez,matthewperez@live.com,616.797.1111,1542 Church St,Mesa,WA,40085,2015-07-22,2023-03-24,,Professional,False
319761,Gary,Nelson,garynelson@protonmail.com,496.336.6553,2100 Forest Ln,Colorado Springs,NM,18273,2015-08-12,2025-04-07,9446.04,Enterprise,False
9837156,George,Thompson,george_thompson@gmail.com,000-000-0000,5177 Pine Rd,New York,WY,10101,2022-07-03,2024-01-10,1542.66,professional,False
586422,Christine,Allen,invalid-email,174.427.2372,6999 Hill Rd,Houston,AR,66984,2015-07-19,2026-09-05,3904.79,Ultimate,True
3687360,Anthony,White,anthony-white@outlook.com,230-454-1647,3455 South St,San Francisco,ME,15287,01-40-6102,2026-01-26,5280.45,Free,True
95678801,Timothy,Clark,timothy_clark784@yahoo.com,+11046918993,9125 Park Ave,Denver,DE,54146,2020-10-20,2026/02/24,457.15,Professional,False
69453169,Brandon,J. Jones,brandonjones@hotmail.com,354-775-6066,6041 Oak Ave,Seattle,AK,96975,NULL,2026-06-22,4569.07,Basic,True
7400449,Donna,Robinson,donna_robinson@gmail.com,649-185-1816,1982 East Blvd,Columbus,NC,64439,2023-03-16,N/A,4406.43,Ultimate,null
905277,Debra,Allen,debra-allengmail.com,(463) 821-9452,6885 Lake Dr,,NY,101,2016-07-19,2023-12-09,6914.54,,True
056712,Angela,Ramirez,,(019) 854-8171,5717 Elm St,Mesa,IN,89263,1900-01-01,2022/07/16,2197.04,Basic,True
812059,E@ic,Moore,eric_moore@outlook.com,NULL,2155 Church St,Long Beach,IL,15875,,2022-04-07,N/A,Basic,False
,Betty,relliM,betty-miller604@gmail.com,242.634.2625,4511 West Rd,Long Beach,XX,92040,2022-02-25,2023-08-01,3195.48,Unknown,False
36956856,Angela,Smith,angela.smith144@gmail.com,555-555-5555,N/A,Seattle,SC,12301,2022-04-28,2024,2277.44,Free,False
3458179,Steven,PEREZ,steven-perez224@icloud.com,000-000-0000,5012 Valley Dr,Las Vegas,MS,78082,null,2026-12-20,8009.58,Professional,False
96676614,N/A,Young,deborah_young@protonmail.com ,936 1760905,2862 Church St,Raleigh,ND,33820,2019-09-14,2022-04-22,837.96,Basic,True
NULL,Christine,Davis,,497-386-8060,9607 Sunset Blvd,Charlotte,UTUT,35647,2019-08-05,NULL,4969.78,Premium,True
6698713,Melissa,FLORES,melissa-flores457@aol.com,null,6902 Spring St,Portland,CO,50386,2024-08-12,,764.93,Free,True
01143407,Melissa,Rodriguez,melissarodriguez146@yahoo.com,394.923.4928,null,Albuquerque,HI,51358,2022-03-18T00:00:00Z,2025-01-07,$1490.46,Enterprise,True
48409547,Benjamin,Campbell,benjamin_campbell@protonmail.com,146-514-0537,123,Kansas City,ND ,,2024-01-20,2022-03-17,9827.71,Premium,True
16299165,Donna,Smith,donna-smith567@icloud.com,+19830006454,9271 Lake Dr,Fort Worth,NE,54410,2023-07-24,2026-05-20,713.67,Free,False
70423151,Jeffrey,NULL,NULL,+12267016923,N/A,Colorado Springs,KY,39696,2015-07-20,2024-11-05,1911.34,Free,False
34740210,  Timothy  ,N/A,null,(197) 315-5003,N/A,Atlanta,MD,82399,13/02/2019,2099-01-01,934.21,PROFESSIONAL,False
7767045,E@ily,Adams,emily.adams655@msn.com,487.431.8592 ext.808,4560 Hill Rd,Kansas City,MD,75314,n/a,2023/06/21,8298,NULL,True
23836772,Raymond,Y. Young,raymond_young@outlook.com ,368-880-8951,8545 River Rd,Raleigh,KS,45275,2015-02-27,2024-04-13,3079.26,Unknown,False
8854428,Jacob,Hall,jacob.hall@icloud.com,+14669070782,P.O. Box 8393,Long Beach,AL,44623,2017-01-22,2023-03-07,159.02,Free,False
364514,Benjamin,,null,000-000-0000,9665 Oak Ave,LONG BEACH,WV,14781,2024-10-18,2023-10-28,4962.27,Free,NaN
18074219,Brandon,Scott,,8699688,N/A,Houston,WV,96772,2024-11-09,2022-12-20,9828.99,Standard,True
89761945,Joshua,Johnson,joshua-johnson487@me.com,+13550752918,6605 Main St,  Indianapolis,NE,65531,NULL,32/13/2022,6815.03,Starter,False
3088471,Richard,Lewis,richard-lewis@msn.com,073-248-4631,972 C,Portland,SD,87077,,n/a,4745.64,Enterprise,False
